Borough,Address,Block,Lot,Energy Star Score,Source EUI,Site EUI,Annual Maximum Demand,Total GHG Emissions
MN,1917 ADAM C POWELL BLVD,1825,63,1,302.3,193.3,,463
MN,19 WEST HOUSTON STREET,513,7503,1,288.6,131.1,,503.3
MN,52 EAST 13 STREET,564,11,7,150.6,92.2,,218.9
MN,875 WEST 181 STREET,2179,1,2,176.4,140.7,,636.8
MN,234 WEST 13 STREET,617,36,3,328,230.9,,413.5
BX,357 EAST 195 STREET,3283,55,4,160.8,114.9,,362.7
MN,2670 BROADWAY,1873,42,2,195.8,133.5,,366
MN,17 CATHERINE STREET,280,52,1,361.9,228.8,,365.5
MN,250 WEST 50 STREET,1021,1,1,268.5,149,,4361
MN,26 GRAMERCY PARK SOUTH,875,55,1,226.3,207,,586.7
MN,660 MADISON AVENUE,1375,7502,1,7319.2,5967.6,,193507
MN,236 5 AVENUE,829,36,4,296.7,148.1,,693
BX,2280 GIVAN AVENUE,5141,394,1,327.9,173.5,,1672.1
QN,45-35 VAN DAM STREET,249,1,3,295.1,136.3,432,687.7
QN,20-25 SHORE BOULEVARD,894,101,5,205.7,161.5,15.3,572.6
QN,255-03 UNION TURNPIKE,8513,2,2,310.4,139.8,,1880.2
QN,87-50 167 STREET,9838,62,2,202.3,126.7,,988.8
BX,1387 JESUP AVENUE,2872,40,2,188.2,135.2,,266.1
BK,3900 SHORE PARKWAY,8843,164,3,252.3,155,,497.4
BK,157 KENT AVENUE,2349,15,2,211.8,99.6,,539.9
QN,,6077,51,3,124.3,70.2,,149
MN,291 CHERRY STREET,246,7501,1,572.7,387.7,,1560.3
MN,53 PARK PLACE,126,13,3,183.4,92.8,,926.8
MN,524 WEST 57 STREET,1085,41,1,596.8,252.6,,1402.5
BK,1226 FLUSHING AVENUE,3168,1,1,237.4,108.2,,577.2
SI,950 WEST FINGERBOARD RD,3197,1,3,398,142.2,,1300.8
MN,150 EAST 86 STREET,1514,7502,2,217.5,71.7,,2402.9
BX, PELHAM BAY PARK,5650,1,1,395,163.2,,143.4
QN,,1003,11,1,315,133.8,,384.5
QN,68-01 BELL BOULEVARD,7629,2,3,199.8,92.2,,1396.1
BX,1029 FREEMAN STREET,3006,53,4,192.7,139.5,,974.7
BX,206 EAST GUN HILL ROAD,3343,245,1,234.3,128.4,,5735.8
MN,453 BROOME STREET,474,12,1,188.4,74.3,,207.2
BX,235 BROOK AVENUE,2283,53,1,286.7,204.2,,816.3
BX,462 EAST 144 STREET,2288,36,5,157.2,95.8,,253.5
QN,55-15 LITTLE NECK PARKWAY,8400,24,6,217.1,99.9,,711.8
QN,69-18 MELBOURNE AVENUE,6542,3,1,243,167.3,,2174.3
SI,999 FOREST AVENUE,230,7501,6,182.8,65.3,,154.8
BK,249 CUMBERLAND STREET,2102,8,5,156.8,119.1,,267.3
MN,517 EAST 86 STREET,1583,9,6,158.4,113.3,,323
QN,,1016,565,2,177.1,128.6,,414.8
BX,10-01 HAZEN STREET,2605,40,1,340.5,216.3,,387.4
MN,80 WEST STREET,55,16,3,375.5,293.6,,5797.9
BX,100 WEST KINGSBRIDGE RD,3220,37,2,324.3,189.8,,2907.7
BK,1700 ALBEMARLE ROAD,5121,1,7,163.3,137.9,,811.6
MN,2 CORNELIA STREET,589,7501,2,181.6,105.7,,595.1
MN,650 AVENUE OF THE AMER,821,7503,2,167.2,53.5,,523.2
MN,120 EAST 23 STREET,878,65,3,684.6,229.6,,4878.6
BX,1124 CLAY AVENUE,2426,8,1,212.5,160,,431.6
BX,819 EAST 173 STREET,2940,72,2,207.5,143.5,,601.2
BX,1890 CROTONA PARKWAY,2985,13,6,150.8,109.2,,279
BX,901 EAST 180 STREET,3125,1,2,226.1,157.6,,698.8
BX,2550 OLINVILLE AVENUE,4429,1,6,155,108.6,,1483.3
BX,4305 CARPENTER AVENUE,5034,28,6,158.8,121.7,,275.5
BK,1483 PACIFIC STREET,1203,44,1,515,203.6,,1071.5
BK,1465 PROSPECT PLACE,1362,50,1,234.7,135.5,148,377.4
BK,510 WAVERLY AVENUE,2011,39,5,221.4,114.6,,604.8
BK,2501 SURF AVENUE,7054,45,1,323.2,272.2,240,1495.6
BK,2558 EAST 18 STREET,7438,24,3,992,354.3,,960.2
QN,45-10 94 STREET,1600,61,7,243.8,100.3,988.6,1410.7
QN,111-05 66 AVENUE,2186,2,1,305.5,260.7,,1926.2
QN,73-04 QUEENS BOULEVARD,2448,201,6,330.1,153.6,,399.4
BX,1465 JESUP AVENUE,2872,207,6,155.5,121.1,,399.7
QN,,13791,20,5,154.1,90.2,,583.4
MN,111 FULTON STREET,91,7502,1,333.5,140.3,,1942.4
BX,951 BROOK AVENUE,2391,1,1,316.1,147.7,,311.6
BX,2304 SEDGWICK AVENUE,3225,156,4,183.8,117.3,,499.6
BX,231 WEST 246 STREET,5814,1401,4,251.1,129.4,,2389.1
BK,17 SMITH STREET,155,5,2,245,96.8,,985.3
MN,48 BEAVER STREET,29,7501,1,197.4,96.9,,420.9
MN,55 WALL STREET,27,7501,1,448.5,270.7,,3464
BK,380 OCEAN AVENUE,5059,42,1,249.7,194.6,,449.8
MN,75 WALL STREET,31,7501,1,325.8,142,,3845.1
MN,166 DUANE STREET,141,7504,1,180.5,102.5,,754.4
MN,43 WEST 64 STREET,1117,7502,1,300.9,155.6,,1194.2
BK,318 WARREN STREET,396,7501,2,166.1,95.3,,656.8
BK,114 WEST STREET,2549,7501,1,435.6,183.9,,583.4
MN,139 8 AVENUE,740,37,4,151.6,101.1,,203.9
BK,1120 BRIGHTON BEACH AVE,8721,350,4,185.1,106.9,,1161
BK,546 MIDWOOD STREET,4804,6,1,234,83.6,,230.2
MN,225 EAST 43 STREET,1317,15,1,453.4,144.4,,102.4
BK,575 OCEAN AVENUE,5101,29,4,172.3,141.5,,719.9
QN,32-20 89 STREET,1418,1,1,404.6,193.9,,853.8
MN,63 COOPER SQUARE,463,7501,1,247.2,137.6,,298.8
BK,646 RUTLAND ROAD,4813,11,7,167.6,129,,428.8
MN,15 BROAD STREET,26,7501,4,140.1,63.5,,4010.5
BK,762 60 STREET,5785,28,6,162.6,94.4,,213.1
BK,1901 EMMONS AVENUE,8775,41,3,339.3,176.1,,828.6
MN,155 EAST 55 STREET,1310,27,1,551.8,437.1,,4288.9
MN,782 MADISON AVENUE,1381,56,6,286.4,110.3,,271.9
BX,2501 MORRIS AVENUE,3190,56,1,194.8,167.3,,882.5
QN,37-43 88 STREET,1476,52,4,211.4,172,,543.3
MN,300 EAST 23 STREET,928,7504,1,246.6,123.2,,983.8
BK,2101 BAY RIDGE PARKWAY,6219,1,1,474.9,435,,1486.2
MN,594 RIVERSIDE DRIVE,2002,67,1,199.9,149.8,,467.4
BX,2862 PARK AVENUE,2338,3,7,227.4,91.5,,4076
BK,1440 OCEAN PARKWAY,6587,27,1,531.4,483.2,,1571
QN,29-24 21 AVENUE,846,38,7,184.6,131.3,,453.9
MN,80 JOHN STREET,68,7501,1,30554.2,25397.5,,338300
MN,160 CENTRAL PARK SOUTH,1011,7501,1,173,95.3,,4556.5
MN,241 5 AVENUE,857,7502,5,175.9,84.2,,375.4
MN,3441 BROADWAY,2088,29,3,167,126.5,,337.9
BX,1296 SHERIDAN AVENUE,2830,1,2,224.5,161.2,,529.4
BX,298 CYPRESS AVENUE,2568,45,1,230.8,148.7,,410.1
MN,36 HUDSON STREET,144,7502,1,283.3,147.5,,379.7
MN,225 LAFAYETTE STREET,481,7502,3,193,79.9,,574
BK,4101 14 AVENUE,5344,6,1,594.6,189.4,,1418.4
BX,448 EAST 149 STREET,2293,53,3,310.7,194.1,,334.7
BK,55 WYTHE AVENUE,2283,1,3,291.5,140.2,,1832.9
BK,1 MAIN STREET,27,7501,6,147.6,96.9,,1633.2
MN,14 EAST 33 STREET,862,7502,1,207.9,128.2,,455.6
BX,1509 JEROME AVENUE,2859,77,5,253.5,104,917.8,1183.9
MN,530 EAST 73 STREET,1484,26,1,175.4,99.2,,3783
BX,1425 PLAZA DRIVE,2857,81,5,181,132.6,,294
QN,21-24 30 AVENUE,549,7501,2,208,113.7,,197.2
MN,448 RIVERSIDE DRIVE,1990,64,2,187.6,171.2,,534.2
MN,530 WEST 120 STREET,1973,1,1,5705.7,4463.7,,51918.3
MN,2050 2 AVENUE,1677,1,4,197.9,89.4,,343.1
QN,25-40 SHORE BOULEVARD,905,7501,1,351.9,125.7,,1219.6
BK,1880 EAST 4 STREET,6681,230,1,186.5,136.9,,278
QN,21-09 19 STREET,892,27,4,195.5,169.4,,311.9
MN,1658 YORK AVENUE,1584,1,1,202.4,131.1,,1631.5
MN,132 WEST 96 STREET,1226,45,1,314.5,230,,3078.7
BK,1304 NEW YORK AVENUE,4966,9,5,166.8,137.9,,506.6
MN,3915 BROADWAY,2137,141,1,268.5,174.6,,740.5
BX,1104 MANOR AVENUE,3743,5,5,159.8,116.8,,355.8
BX,1056 SHERMAN AVENUE,2451,5,4,161.2,116.2,,433.1
MN,90 LEXINGTON AVENUE,882,7502,1,1536.8,503.9,,5644.9
MN,285 BOWERY,456,7,1,284.7,160.8,,2013.8
QN,144-12 34 AVENUE,4995,14,5,183.4,128.4,,244.6
BK,3154 EMMONS AVENUE,8815,101,2,332.1,171.1,,388.4
MN,110 LEROY STREET,601,52,5,312.5,118.5,,714.9
BK,1806 48 STREET,5450,6,1,173.4,107.2,,339.6
MN,202 WEST 141 STREET,2026,33,5,267.3,175,,306.3
MN,3624 BROADWAY,2081,1,1,209.2,143.7,,398.9
BX,882 EAST 180 STREET,3123,56,1,254.2,169.8,,352.6
MN,15 UNION SQUARE WEST,842,7502,3,232.4,112.7,,884.4
BX,925 HUNTS POINT AVENUE,2735,20,1,278,123.3,,417.3
BK,2626 KINGS HIGHWAY,6773,12,1,598.3,542.5,,1843.3
BK,274 WALLABOUT STREET,2264,7514,7,143.2,65.5,,225.7
MN,146 WEST 140 STREET,2008,57,5,157.4,121.9,,202.9
BX,684 EAST 222 STREET,4656,34,4,171.4,125.7,,441
MN,1646 1 AVENUE,1565,1,1,358.3,258.3,,3211.1
BK,1003 WILLMOHR STREET,4666,37,2,178,146.1,,348.6
MN,825 5 AVENUE,1378,70,3,191.3,115.7,,759
SI,388 RICHMOND TERRACE,3,15,7,208.8,144,,755
BK,203 GRAND AVENUE,1921,19,2,197.3,134.9,,187.9
MN,205 LEXINGTON AVENUE,888,24,1,57983.6,48143.4,,380695.1
BX,1240 STRATFORD AVENUE,3777,19,1,189.9,152,,270.6
MN,91 BOWERY,303,15,3,290.3,183.7,,637.5
BK,1358 47 STREET,5629,30,1,217.6,173.7,,323.2
MN,36 WEST 44 STREET,1259,7501,4,172.7,57.3,,711.5
MN,133 WEST 11 STREET,607,7503,5,177.1,96.3,,5047.5
QN,136-17 MAPLE AVENUE,5134,7502,5,183.5,118.2,,559.6
BX,1374 BRONX RIVER AVENUE,3863,33,2,182,127.3,,267.6
BK,2401 NOSTRAND AVENUE,7612,34,1,356.6,161.4,,487.5
MN,460 WEST 20 STREET,717,77,1,226.7,134.6,,652.3
MN,1 YORK STREET,212,7503,1,269.5,119.3,,806.2
QN,213-11 43 AVENUE,6284,1,3,438.2,193.3,,879.3
BX,1140 CLAY AVENUE,2426,12,1,215.3,164.4,,440.8
BX,1300 FTELEY AVENUE,3871,7,6,151.5,110.2,,582.9
QN,132-54 POPLE AVENUE,5104,27,1,204.2,131.2,,356.1
MN,546 5 AVENUE,1261,34,1,5702.9,4645.8,,59105.5
BK,23 CATON PLACE,5320,24,6,191.2,113,,872.7
BK,2329 NOSTRAND AVENUE,7594,22,1,250.4,139,,444.8
MN,170 EAST END AVENUE,1584,7501,3,167.7,89.5,,1705.5
SI,247 JERSEY STREET,49,1,2,183,138.9,,227.9
MN,4960 BROADWAY,2236,8,1,187.7,132.9,,430.4
QN,18-05 215 STREET,5938,5,3,197.1,147,,2960.2
BX,1141 ELDER AVENUE,3739,59,1,196.5,153.6,,321
MN,70 MARBLE HILL AVENUE,2215,561,4,175.3,143,,667.1
BX,400 EAST 199 STREET,3279,35,1,222.9,153.1,,288.8
MN,511 WEST 189 STREET,2159,93,3,216.8,181.5,,331.3
BK,114 ALBEMARLE ROAD,5334,6,4,175.4,147.2,,515.8
BX,4128 CARPENTER AVENUE,4833,45,3,177.2,155.1,,637.5
MN,1010 3 AVENUE,1395,7501,1,561.9,423.5,,5938.1
BX,1230 EAST TREMONT AVENUE,3909,81,1,241.5,195.3,,688.4
MN,7 CHATHAM SQUARE,162,7501,4,160.4,65.1,,174.9
BK,9801 SHORE ROAD,6129,4,1,216.2,163.7,,1028.7
MN,400 EAST 66 STREET,1460,47,1,405.4,297.8,,2409.1
MN,64 UNIVERSITY PLACE,568,21,1,701.3,315,,587.4
BX,100 EAST 182 STREET,3170,27,5,174.2,143.6,,301.9
QN,245-24 76 AVENUE,8490,2,5,226.3,174.9,12.6,971.2
MN,60 WEST 57 STREET,1272,1,2,183.1,98,,2136.8
BK,5031 FLATBUSH AVENUE,8591,75,4,160.7,103.6,,287.4
BK,1415 AVENUE O,6752,50,1,396.1,358.9,,1605.4
MN,2096 5 AVENUE,1726,39,1,201.5,152.9,,428
MN,3486 BROADWAY,2074,1,1,227.7,142.2,,397.2
MN,369 PARK AVENUE SOUTH,882,3,1,1225.2,1048.9,,6073.2
BX,273 EAST 176 STREET,2802,39,1,274.2,213.8,,405.9
MN,99 MADISON AVENUE,859,24,6,454.5,318.7,,2390.6
BK,192 EAST 8 STREET,5340,15,1,262.5,233.5,,434.2
BK,8831 FT HAMILTON PARKWAY,6069,4,1,516.3,491.7,,1684.9
MN,87 ELLWOOD STREET,2174,115,4,186.3,148.7,,346.6
MN,228 NAGLE AVENUE,2218,35,4,161.4,111.7,,703.4
MN,156 EAST 117 STREET,1644,51,1,244.2,173.4,,309.7
BX,1826 WHITE PLAINS ROAD,4050,19,4,223.8,173.7,,302.2
QN,106-20 SHORE FRONT PARKWAY,16177,35,1,195.9,165.4,,2688.7
BX,420 EAST 146 STREET,2290,110,6,160.5,113.2,,463.8
BK,532 LEFFERTS AVENUE,1332,30,1,241.8,182.8,,720.7
BK,159 BAY 29 STREET,6414,6,1,221.6,180.5,,305.2
BK,1015 AVENUE N,6573,43,5,177.8,132.7,,243.2
MN,33 POST AVENUE,2217,17,2,166.8,129.9,,316.4
MN,1571 ST NICHOLAS AVENUE,2168,46,1,255.1,178.8,,411.1
BX,284 EAST 206 STREET,3341,44,3,163.2,120.5,,520.8
MN,219 WEST 145 STREET,2031,20,4,162.3,123.7,,227.6
MN,225 WEST 146 STREET,2032,13,5,185.3,154,,299.9
BK,8901 SHORE ROAD,6058,12,1,235.5,174.5,,637.3
MN,213 WEST 23 STREET,773,7502,1,157.7,77.7,,379.2
BX,1024 WALTON AVENUE,2471,15,1,206.2,155,,282.7
MN,608 5 AVENUE,1264,40,5,469.2,173.7,,1762.4
MN,41 OVERLOOK TERRACE,2180,57,2,176.5,115.9,,308.7
BK,218 MYRTLE AVENUE,2061,101,1,205.2,102.3,,798.4
QN,10-19 IRVING AVENUE,3539,1,7,130.7,41.6,,279.2
QN,71-33 260 STREET,8447,1,2,258.2,201.3,15.6,1465.1
BK,1 HANSON PLACE,2111,7501,1,249,134.4,,2566.8
MN,1641 ST NICHOLAS AVENUE,2169,18,4,183.9,134,,368.4
BX,184 WEST BURNSIDE AVENUE,2879,170,1,275.4,202.5,,896.6
BK,880 BERGEN STREET,1149,18,1,237.4,209.2,,349.6
QN,29-01 BORDEN AVENUE,292,1,1,203.4,143.8,,470.3
MN,101 WEST 85 STREET,1216,27,2,230.1,127.5,,620.2
QN,67-00 192 STREET,7117,8,1,416,313.8,,366
BK,2920 WEST 28 STREET,7052,14,3,207.9,98.6,,1067.5
MN,145 EAST 48 STREET,1303,7501,1,235,133.4,,1601
BX,51 WEST BURNSIDE AVENUE,3206,7501,3,161.9,83.9,,551.1
MN,15 CENTRAL PARK WEST,1114,7503,1,223.9,97.3,,6448
QN,43-10 KISSENA BOULEVARD,5137,67,1,283.6,199.4,,2677.5
QN,81-09 41 AVENUE,1492,7501,4,208.6,84.8,,139.9
BX,2141 HOLLAND AVENUE,4319,50,1,220.9,155.5,,665.3
QN,164-20 HIGHLAND AVENUE,9836,22,7,222.9,182,,1177.2
MN,260 WEST 44 STREET,1015,59,2,326.8,162.8,,473.1
MN,415 EAST 37 STREET,969,7501,1,205.3,130.9,,4886.1
BK,1536 51 STREET,5465,21,2,192.2,160.9,,375.5
MN,309 WEST 125 STREET,1952,25,1,1296.8,479.9,,1050.6
MN,5 BEEKMAN STREET,90,7503,1,738.3,426.1,,3536.1
QN,85-15 MAIN STREET,9651,7501,1,186.5,147.3,,2367.1
BX,224 NAPLES TERRACE,5704,50,4,169.6,111.1,,892.1
BK,25 FLATBUSH AVENUE,2106,24,7,279.2,99.7,,272.4
MN,450 EAST 83 STREET,1562,7501,1,210.2,114.6,,1407.5
BK,145 LINCOLN ROAD,1327,54,1,215.2,184.7,,684.2
BX,1015 BOYNTON AVENUE,3714,1,4,178.5,119.7,,617.3
MN,350 WEST 53 STREET,1043,7503,3,194.9,104.6,,372.9
QN,71-50 AUSTIN STREET,3255,28,5,156.7,95.9,,287.6
QN,43-05 BELL BOULEVARD,6300,16,1,1048.4,333.9,,1438.3
QN,85-16 PARK LANE SOUTH,8864,6,1,179.1,153.7,,205
QN,142-30 SANFORD AVENUE,5181,28,3,195.9,146.1,,649.7
MN,65 BROADWAY,21,4,1,28942940,24058060,,535429700
BX,104 ELLIOT PLACE,2841,45,2,205.3,163.8,,407.7
BK,1212 OCEAN AVENUE,6694,46,1,211,181.7,,571
MN,201 COLUMBUS AVENUE,1122,1,1,201.9,129.5,,283.5
BK,99 OCEAN AVENUE,5024,1,5,157.8,107.8,,352.2
MN,162 LENOX AVENUE,1717,2,3,185.8,128.3,,271.8
MN,400 WEST 63 STREET,1171,148,2,224.7,117.3,,1564.2
MN,960 AMSTERDAM AVENUE,1879,29,2,179.7,116.8,,194.9
BK,590 BEDFORD AVENUE,2192,50,4,228.2,128.4,,310.1
MN,618 ACADEMY STREET,2224,22,5,156.6,120.5,,174.6
BK,290 WALLABOUT STREET,2264,7521,1,216396.5,206060.4,,668285.7
MN,447 WEST 45 STREET,1055,7501,5,156.2,101.8,,160.3
MN,982 AMSTERDAM AVENUE,1880,7501,1,226.5,138.2,,436.2
MN,188 EAST 64 STREET,1398,7501,1,225.2,115.8,,2096.4
QN,42-72 80 STREET,1525,47,1,327.3,239.5,,990.6
QN,33-55 74 STREET,1247,41,7,260.6,120.4,168,314.1
MN,500 WEST 30 STREET,701,7502,7,196.5,98.4,470.4,2171.7
MN,250 EAST 49 STREET,1322,7502,1,257.5,131.6,,956.7
MN,1864 AMSTERDAM AVENUE,2084,29,3,259.7,101,404,643.1
BK,951 CARROLL STREET,1280,1,7,186.1,128.2,,237.1
BX,1990 ELLIS AVENUE,3793,39,3,166,119.7,,538.4
BK,16 TEN EYCK STREET,3022,16,1,202.3,152.4,,355.2
BX,226 MT HOPE PLACE,2802,17,1,224.5,187.9,,314.1
BX,1158 BOYNTON AVENUE,3741,30,5,178.7,136,,499.3
MN,102 WEST 57 STREET,1009,37,1,294.5,141.3,,1144.3
BX,2344 DAVIDSON AVENUE,3198,55,3,165.2,136.2,,488.9
MN,56 COOPER SQUARE,544,7501,1,184.4,101.7,,751.6
BK,820 EAST 10 STREET,6512,12,1,368.7,331.8,,1241.4
MN,50 FRANKLIN STREET,172,7504,3,183.6,84.2,260,556.9
MN,2621 BROADWAY,1871,10,1,187.6,114.2,,247.4
BK,1402 WEST 4 STREET,6580,8,1,451.2,406.7,,2013.1
BX,2186 GRAND CONCOURSE,3157,20,6,172,132.6,,355
MN,1175 PARK AVENUE,1521,69,1,313.4,131.6,,1869.3
MN,2383 2 AVENUE,1787,70,2,200.7,135,,2457.8
BK,318 MARCY AVENUE,2219,35,5,157,102.5,,328.1
BX,919 PROSPECT AVENUE,2677,70,4,184.9,112.5,,412.4
MN,87 2 AVENUE,461,35,1,219.6,118.5,,212
BK,8718 RIDGE BOULEVARD,6047,31,4,197.1,165,,579.3
MN,1498 2 AVENUE,1453,1,3,183,121.8,,1029.6
QN,35-43 84 STREET,1458,46,2,182.2,153.3,,1000
MN,200 WEST 24 STREET,773,7501,4,161.7,82,,178.7
QN,221-08 64 AVENUE,7656,2,2,234.5,190,,1154.3
MN,108 3 AVENUE,559,7501,1,597.6,441.8,,3465.2
QN,72-25 AUSTIN STREET,3258,23,5,168.7,104.4,,429.6
BK,635 FOSTER AVENUE,5428,94,1,283.5,152.3,,629.1
BK,4901 8 AVENUE,5637,6,1,187.6,132.7,,253.4
BX,645 BARRETTO STREET,2765,146,6,168.1,131.3,,291.2
MN,15 WAVERLY PLACE,548,45,4,221.9,80.3,42.4,770.2
BX,124 ELLIOT PLACE,2841,55,4,199.1,155.8,,313.7
QN,103-25 121 STREET,9559,45,2,178.9,122.2,,204
BX,2010 POWELL AVENUE,3801,1,1,208.6,162.3,,694.3
BX,2332 CRESTON AVENUE,3164,15,7,170.1,133.4,,303.5
BK,1215 OCEAN AVENUE,7548,38,7,141.8,117.6,,244.6
BX,395 EAST 151 STREET,2398,27,2,198.6,135.4,,298.5
MN,110 WEST END AVENUE,1156,1,2,193.5,138.1,,3812.6
BK,40 EAST 17 STREET,5077,17,1,14351.8,13647.7,,35587.7
MN,220 EAST 70 STREET,1424,34,3,178.4,98.7,,488.2
MN,20 WEST 55 STREET,1270,49,1,485.9,188.8,,1147
BK,245 STEWART AVENUE,2944,11,5,121.4,84.6,,140.3
MN,234 EAST 23 STREET,903,7504,5,169.7,72.8,,359.2
BK,55 PARADE PLACE,5060,8,1,376,337.2,,1802.4
BK,2744 BEDFORD AVENUE,5245,45,2,162.9,133.8,,251
MN,233 WEST 49 STREET,1021,7501,7,220.8,105.4,,477.2
MN,303 10 AVENUE,699,33,5,157.1,86.7,,585.4
BX,555 HUTCHINSON RVR PKWY,5610,87,5,274.9,147.7,,399.5
MN,195 BOWERY,425,7501,6,154.7,92.7,,263.4
BK,1801 50 STREET,5456,1,1,178,133,,302.5
SI,157 DANIEL LOW TERRACE,18,86,1,291.2,247.5,,372.9
BK,333 WAVERLY AVENUE,1921,1,3,194,131.7,,248.1
QN,155-31 155 AVENUE,11459,1,3,191.4,143.2,,948.2
BK,525 ROCKAWAY PARKWAY,4718,30,1,196.4,167.3,,400
MN,124 8 AVENUE,766,7502,1,245.2,119.2,,1239
BK,2 NORTHSIDE PIERS,2340,7503,5,244,111.1,,1401.1
MN,99 CHURCH STREET,123,7502,2,234.6,112.4,,6103.2
MN,149 COLUMBUS AVENUE,1119,61,1,1169,434.8,,2317
MN,110 GREENWICH STREET,53,33,5,160.7,96.3,,358.6
MN,217 WEST 19 STREET,769,7506,1,223.5,108.8,,399.6
MN,1440 2 AVENUE,1450,1,3,217.1,114,,1085.3
BK,1270 67 STREET,5767,28,1,212.2,107.3,,983.8
QN,59-06 LAUREL HILL BLVD,2344,30,7,504.3,312.9,,1992.3
BX,2487 GRAND AVENUE,3213,85,1,199.1,163.4,,308.8
BX,3440 GATES PLACE,3324,51,2,176,130.1,,373.4
QN,137-34 NORTHERN BOULEVARD,4977,33,1,915,300.1,,1995
BX,1450 MORRIS AVENUE,2787,1,3,226.8,142.5,165,1039.3
QN,10-01 45 ROAD,50,1,1,958.5,464.1,,2430.2
MN,243 WEST 60 STREET,1152,7502,4,173.4,98.1,,481
MN,157 WEST 57 STREET,1010,7506,1,454,261.6,,13298.4
BX,1205 COLLEGE AVENUE,2439,90,4,160.8,115.3,,511.8
BX,1823 WHITE PLAINS ROAD,4049,54,1,238,199.9,,299.5
BK,575 5 AVENUE,1048,1,4,184.5,104.4,,237.4
QN,41-06 DENMAN STREET,1566,6,1,177.9,150.2,,301.3
BK,1170 OCEAN PARKWAY,5495,1018,1,229.3,145.6,,2050.5
BX,637 EAST 138 STREET,2551,40,7,161.4,90,,261.7
BK,1320 51 STREET,5656,14,1,424.4,370.5,,1737.6
QN,9-10 DINSMORE AVENUE,15516,119,3,148.9,124.8,,299.8
MN,607 LENOX AVENUE,2009,29,1,320.7,193.7,,815.6
BX,2070 POWELL AVENUE,3801,36,1,266.5,206.5,,356.5
BX,2050 ANTHONY AVENUE,3156,39,1,301.1,258,,995.9
BX,1105 BOYNTON AVENUE,3740,1,2,167.1,121.3,,673.1
MN,165 WEST END AVENUE,1179,7501,1,272.9,195.9,,7605.3
MN,2360 BROADWAY,1234,7503,1,1071.3,604.9,,2570.6
BX,19 EAST GUN HILL ROAD,3328,3,5,161.6,128.2,,191
BK,45 FALMOUTH STREET,8745,81,1,441.2,391.2,,1420.5
BX,2356 GRAND CONCOURSE,3159,40,1,377.1,272.9,,493.4
MN,232 EAST 72 STREET,1426,35,1,310.3,158.5,64,2872.3
BX,239 EAST KINGSBRIDGE RD,3293,126,3,194.4,156.3,,430.7
BX,733 ARNOW AVENUE,4547,1,4,182.7,149,,377.3
BX,1796 VYSE AVENUE,2998,14,4,163,130.3,,268.4
BK,55 OCEANA DRIVE EAST,8720,7510,2,203.2,110.8,,689.6
QN,244-04 NORTH CONDUIT AVENUE,13265,30,3,374.1,162.2,,229.8
BK,170 LINDEN STREET,3333,13,7,134.3,107.9,,208.1
MN,335 5 AVENUE,863,1,2,341.6,147.9,,335
SI,88 OLD TOWN ROAD,3307,5,7,320.2,172.9,,1962.2
BX,58 EAST 190 STREET,3174,22,5,158.6,120.5,,217.9
BK,6801 21 AVENUE,5580,6,4,167.8,111.1,,332.2
QN,40-18 HAMPTON STREET,1505,12,3,176.9,144.5,,486.8
MN,51 WEST 55 STREET,1271,12,6,160,100.6,,244.8
BK,8223 BAY PARKWAY,6319,1,2,192.9,163.5,,442
MN,527 CATHEDRAL PARKWAY,1882,7501,1,244.6,190,,801.5
MN,520 WEST 19 STREET,690,7501,2,152.5,69.7,,296.6
BK,1860 EAST 12 STREET,6817,30,4,174.2,147.1,,229.8
BK,753 CLASSON AVENUE,1168,6,5,179.8,137.5,,1338.2
BX,101 EAST 179 STREET,2807,35,1,181.9,141.6,,267.1
BX,1302 ROSEDALE AVENUE,3874,1,1,311.6,224.8,,744.9
MN,333 EAST 34 STREET,940,7501,1,75490.9,62716.6,,745402.9
BX,2280 GRAND AVENUE,3196,56,7,172.4,110.4,,185.8
QN,164-11 CHAPIN PARKWAY,9858,11,3,349.3,225.9,,1388.2
MN,222 EAST 104 STREET,1652,7501,1,255,117.7,76,698.3
MN,10 9 AVENUE,628,4,4,409.6,221.5,,1604.6
MN,512 WEST 162 STREET,2120,28,5,174.6,144.1,,302.9
BK,1060 UNION STREET,1273,25,1,263.4,222.6,,380.4
MN,246 WEST 61 STREET,1152,58,4,222.9,112.2,,1243.3
BX,317 EAST 187 STREET,3147,70,7,192.2,151.1,,323.5
MN,99 WALL STREET,33,7501,1,204.3,89.2,,477.5
BK,587 EMPIRE BOULEVARD,1311,44,5,157.5,115.4,,233.3
BX,1970 WALTON AVENUE,2829,1,6,172.5,116.3,,479.8
BK,1315 WEST 7 STREET,6578,100,1,605.7,557.7,,1840.2
BX,65 JESUP PLACE,2872,200,5,159.4,119.6,,197.6
MN,601 WEST 162 STREET,2137,32,1,214.2,152.7,,425.2
BK,2030 OCEAN PARKWAY,7108,18,1,558.2,296.1,,693.2
BX,870 FREEMAN STREET,2973,61,1,184.5,133.4,,271.3
MN,926 2 AVENUE,1342,7502,1,348.2,189.4,,351
MN,232 SHERMAN AVENUE,2227,29,5,188,125.6,,312.2
BX,1895 MORRIS AVENUE,2827,46,5,157,117.2,,361
BX,610 WARING AVENUE,4340,7501,1,288.6,220.9,,1527.9
BK,490 MYRTLE AVENUE,1905,7502,4,221.7,98,,562.5
