Borough,Address,Building Class
SI,4001 HYLAN BOULEVARD,O8
MN,30 WEST 47 STREET,O6
MN,2276 3 AVENUE,O5
MN,569 BROADWAY,O5
MN,628 BROADWAY,O5
MN,627 BROADWAY,O6
MN,48 WEST 21 STREET,O6
MN,49 WEST 27 STREET,O6
MN,1491 3 AVENUE,O5
BK,2269 65 STREET,O5
BK,104 MONTGOMERY STREET,O8
MN,455 BROADWAY,O5
BK,1121 CONEY ISLAND AVENUE,O8
BK,19 KENT AVENUE,O6
MN,860 BROADWAY,O5
BK,632 UTICA AVENUE,O5
MN,341 HUDSON STREET,O6
BK,6222 NEW UTRECHT AVENUE,O5
MN,903 BROADWAY,O6
MN,2 9 AVENUE,O5
BK,487 CLERMONT AVENUE,O6
MN,72 SPRING STREET,O6
MN,161 BOWERY,O6
MN,210 5 AVENUE,O6
BK,10 JAY STREET,O6
MN,20 MOTT STREET,O6
QN,48-02 30 PLACE,O5
MN,313 WEST 53 STREET,O8
QN,92-30 MERRICK BOULEVARD,O5
MN,349 BROADWAY,O6
MN,134 MADISON AVENUE,O6
QN,43-10 23 STREET,O6
SI,181 BAY STREET,O5
QN,150-10 UNION TURNPIKE,O5
MN,305 EAST 46 STREET,O6
BK,78 KINGSLAND AVENUE,O5
BK,9235 4 AVENUE,O5
BK,275 LIVINGSTON STREET,O5
MN,83 MAIDEN LANE,O6
QN,61-56 SPRINGFIELD BLVD,O5
QN,30-30 NORTHERN BOULEVARD,O6
MN,226 WEST 26 STREET,O6
MN,109 5 AVENUE,O6
MN,135 GRAND STREET,O6
MN,428 BROADWAY,O5
BK,2847 WEST 8 STREET,O5
MN,553 5 AVENUE,O6
QN,162-10 JAMAICA AVENUE,O6
MN,60 MADISON AVENUE,O6
BK,899 BERGEN STREET,O5
MN,64 FULTON STREET,O6
BK,2695 ATLANTIC AVENUE,O8
MN,17 WEST 34 STREET,O6
BX,1526 GRAND CONCOURSE,O5
SI,112 FOSTER ROAD,O8
MN,353 WEST 48 STREET,O5
MN,797 BROADWAY,O6
MN,625 BROADWAY,O6
SI,318 SEGUINE AVENUE,O8
SI,664 BAY STREET,O8
BK,900 CONEY ISLAND AVENUE,O5
BK,927 MCDONALD AVENUE,O5
BK,1213 AVENUE U,O5
QN,34-16 11 STREET,O5
BK,7501 13 AVENUE,O5
MN,391 5 AVENUE,O6
MN,411 5 AVENUE,O6
MN,545 5 AVENUE,O6
MN,39 WEST 37 STREET,O6
QN,31-30 14 STREET,O8
BK,55 PROSPECT STREET,O6
BK,498 FULTON STREET,O6
MN,12 EAST 53 STREET,O5
QN,72-35 51 AVENUE,O5
MN,797 MADISON AVENUE,O5
QN,33-46 FARRINGTON STREET,O5
BK,1416 AVENUE M,O5
QN,37-48 61 STREET,O5
MN,352 7 AVENUE,O6
MN,253 WEST 35 STREET,O6
MN,641 AVENUE OF THE AMER,O6
BK,7217 18 AVENUE,O8
BK,65 15 STREET,O5
BK,1349 BROADWAY,O5
BK,9712 3 AVENUE,O8
BK,42 RED CROSS PLACE,O5
BK,1815 FLATBUSH AVENUE,O5
BX,5997 RIVERDALE AVENUE,O5
MN,587 5 AVENUE,O6
BK,709 BRIGHTON BEACH AVE,O5
BK,825 57 STREET,O8
BK,1723 PITKIN AVENUE,O8
BK,2083 EAST 65 STREET,O8
BK,896 MANHATTAN AVENUE,O5
MN,205 WEST 29 STREET,O5
SI,850 ELBE AVENUE,O5
MN,260 WEST 39 STREET,O6
BK,8010 5 AVENUE,O8
BK,9319 AVENUE L,O8
BK,817 AVENUE H,O5
QN,40-37 74 STREET,O8
QN,108-13 53 AVENUE,O5
MN,940 3 AVENUE,O5
QN,204-12 HILLSIDE AVENUE,O8
BK,7502 COLONIAL ROAD,O8
MN,15 EAST 32 STREET,O6
QN,35-01 36 STREET,O5
MN,12 WEST 37 STREET,O6
QN,41-60 MAIN STREET,O5
SI,5375 HYLAN BOULEVARD,O8
QN,155-33 JAMAICA AVENUE,O5
BX,1860 EAST TREMONT AVENUE,O5
BK,5503 8 AVENUE,O5
MN,1204 BROADWAY,O5
MN,318 WEST 39 STREET,O6
MN,6 WEST 20 STREET,O6
SI,3777 RICHMOND AVENUE,O8
BX,2281 WESTCHESTER AVENUE,O5
BX,3366 BOSTON ROAD,O8
BX,682 MACE AVENUE,O5
BX,770 ALLERTON AVENUE,O5
MN,213 WEST 35 STREET,O6
MN,154 WEST 14 STREET,O6
MN,45 WEST 25 STREET,O6
MN,11 WEST 25 STREET,O6
QN,215-01 42 AVENUE,O5
BK,128 BRIGHTON BEACH AVE,O5
BX,3924 EAST TREMONT AVENUE,O5
SI,199 CLARKE AVENUE,O5
MN,173 CHRISTOPHER STREET,O5
BK,122 18 STREET,O5
BK,77 SANDS STREET,O6
QN,42-02 192 STREET,O5
MN,437 5 AVENUE,O6
MN,39 EAST 30 STREET,O5
MN,38 WEST 48 STREET,O6
MN,610 5 AVENUE,O6
MN,79 5 AVENUE,O6
BK,391 LINDEN BOULEVARD,O8
BK,1164 MANHATTAN AVENUE,O8
SI,3363 RICHMOND AVENUE,O8
BX,2488 GRAND CONCOURSE,O5
BK,5316 NEW UTRECHT AVENUE,O5
BX,260 EAST 161 STREET,O6
MN,149 WEST 27 STREET,O5
MN,179 EAST 116 STREET,O5
MN,384 5 AVENUE,O6
BK,216 PLYMOUTH STREET,O8
MN,159 WEST 25 STREET,O6
QN,82-19 QUEENS BOULEVARD,O5
QN,93-22 JAMAICA AVENUE,O5
BX,1334 EAST GUN HILL ROAD,O5
MN,579 5 AVENUE,O6
MN,873 BROADWAY,O6
MN,74 BROAD STREET,O5
BK,2468 CONEY ISLAND AVENUE,O5
BK,715 BROADWAY,O5
QN,139-21 SPRINGFIELD BLVD,O8
MN,230 PARK AVENUE SOUTH,O6
MN,122 5 AVENUE,O6
MN,121 EAST 27 STREET,O6
MN,620 JOE DIMAGGIO HIGHWAY,O5
MN,108 GREENWICH STREET,O6
MN,393 LAFAYETTE STREET,O6
MN,99 NASSAU STREET,O6
MN,220 EAST 23 STREET,O6
MN,92 WALKER STREET,O6
MN,19 BEEKMAN STREET,O5
BK,1427 38 STREET,O5
BK,6755 3 AVENUE,O8
BK,6700 3 AVENUE,O5
BX,811 WESTCHESTER AVENUE,O5
MN,39 WEST 31 STREET,O6
SI,25 VICTORY BOULEVARD,O5
QN,21-01 41 AVENUE,O5
BK,1670 EAST 17 STREET,O5
SI,3055 RICHMOND ROAD,O8
SI,503 MOSELY AVENUE,O8
MN,30 VESEY STREET,O6
MN,4 BOWERY,O5
MN,560 5 AVENUE,O5
QN,131-24 ROCKAWAY BOULEVARD,O5
QN,90-08 ROCKAWAY BEACH BLVD,O8
MN,214 SULLIVAN STREET,O5
BK,1122 AVENUE J,O5
BK,1412 AVENUE J,O5
BK,5501 NEW UTRECHT AVENUE,O6
BK,2211 CHURCH AVENUE,O5
BK,1335 OCEAN PARKWAY,O8
MN,524 WEST 46 STREET,O8
QN,41-61 KISSENA BOULEVARD,O5
BK,1688 UTICA AVENUE,O5
BK,5027 NEW UTRECHT AVENUE,O5
QN,139-19 FRANKLIN AVENUE,O8
MN,125 EAST 23 STREET,O5
QN,119-19 ROCKAWAY BOULEVARD,O8
MN,20 WEST 55 STREET,O6
MN,265 BROADWAY,O5
BK,103 PUTNAM AVENUE,O8
BK,2361 NOSTRAND AVENUE,O6
BK,99 WALWORTH STREET,O5
SI,191 PORT RICHMOND AVENUE,O8
BK,360 9 STREET,O8
QN,41-02 31 AVENUE,O8
BK,1295 FULTON STREET,O5
MN,214 WEST 14 STREET,O6
BK,341 39 STREET,O6
MN,428 WASHINGTON STREET,O8
BK,147 11 STREET,O5
BK,1402 ATLANTIC AVENUE,O5
BK,1135 EASTERN PARKWAY,O5
MN,420 WEST 14 STREET,O5
MN,449 BROADWAY,O5
BK,340 LIVINGSTON STREET,O5
MN,315 BROADWAY,O5
SI,740 DELAFIELD AVENUE,O8
BK,592 PACIFIC STREET,O8
QN,21-09 BORDEN AVENUE,O6
BK,34 FRANKLIN AVENUE,O5
BK,206 DRIGGS AVENUE,O8
BK,109 SOUTH 5 STREET,O5
BK,1513 BAY RIDGE AVENUE,O8
MN,204 ELIZABETH STREET,O5
MN,33 BOND STREET,O5
QN,36-50 MAIN STREET,O5
QN,150-15 41 AVENUE,O5
MN,380 CANAL STREET,O5
MN,44 NEW STREET,O6
MN,34 WEST 14 STREET,O5
MN,120 LEROY STREET,O6
MN,247 WEST 30 STREET,O6
MN,95 5 AVENUE,O6
MN,23 WEST 23 STREET,O5
BK,16 VAN DYKE STREET,O5
BK,168 7 STREET,O5
BK,777 CONEY ISLAND AVENUE,O5
MN,45 WEST 29 STREET,O5
BK,6825 5 AVENUE,O5
MN,250 WEST 108 STREET,O5
QN,31-01 BROADWAY,O5
QN,35-01 30 AVENUE,O5
QN,37-02 ASTORIA BOULEVARD S,O5
QN,61-19 FLUSHING AVENUE,O5
QN,160-23 ROCKAWAY BOULEVARD,O5
QN,76-01 MYRTLE AVENUE,O8
MN,1 UNION SQUARE WEST,O6
MN,539 8 AVENUE,O5
MN,304 HUDSON STREET,O6
QN,69-27 METROPOLITAN AVENUE,O8
BK,405 5 AVENUE,O8
QN,72-15 GRAND AVENUE,O5
QN,49-05 20 AVENUE,O5
QN,175-01 ROCKAWAY BOULEVARD,O5
BK,51 FURMAN STREET,O6
SI,1150 SOUTH AVENUE,O5
BX,1225 RANDALL AVENUE,O5
MN,1511 3 AVENUE,O5
BK,39 HALL STREET,O6
MN,29 EAST 31 STREET,O5
BX,392 BEDFORD PARK BLVD,O5
BK,1600 KINGS HIGHWAY,O5
BK,4623 AVENUE N,O8
MN,243 CANAL STREET,O5
BK,984 ATLANTIC AVENUE,O5
BK,500 DEKALB AVENUE,O5
BX,3140 EAST TREMONT AVENUE,O5
QN,25-16 169 STREET,O8
SI,150 BAY STREET,O5
QN,219-18 HOR HARDING EP SR S,O5
MN,185 MADISON AVENUE,O6
MN,45 EAST 34 STREET,O5
QN,45-18 LITTLE NECK PARKWAY,O5
MN,89 WALKER STREET,O5
MN,196 CANAL STREET,O5
MN,101 LAFAYETTE STREET,O6
MN,319 GRAND STREET,O5
MN,167 CANAL STREET,O5
MN,239 CANAL STREET,O5
MN,96 BOWERY,O5
MN,18 EAST 46 STREET,O6
MN,572 5 AVENUE,O5
MN,130 5 AVENUE,O6
MN,16 WEST 61 STREET,O6
SI,5941 AMBOY ROAD,O8
BK,126 GREENPOINT AVENUE,O8
BK,1795 CONEY ISLAND AVENUE,O5
BK,3910 5 AVENUE,O8
MN,146 WEST 29 STREET,O6
MN,132 WEST 36 STREET,O6
MN,1372 BROADWAY,O6
MN,155 WEST 46 STREET,O6
MN,1560 BROADWAY,O6
QN,53-20 44 STREET,O5
BK,1733 FLATBUSH AVENUE,O8
QN,12-58 CLINTONVILLE STREET,O8
QN,73-04 EDSALL AVENUE,O8
QN,37-51 72 STREET,O8
QN,37-31 77 STREET,O8
SI,394 MANOR ROAD,O8
BK,234 BROADWAY,O5
MN,49 WEST 23 STREET,O6
MN,12 EAST 33 STREET,O6
MN,16 WEST 56 STREET,O5
MN,210 EAST 117 STREET,O8
MN,1114 1 AVENUE,O6
QN, BRADDOCK AVENUE,O5
QN,53-16 35 STREET,O5
MN,59 ORCHARD STREET,O5
QN,67-09 164 STREET,O8
MN,254 WEST 31 STREET,O6
BK,416 37 STREET,O8
QN,29-15 ASTORIA BOULEVARD,O5
MN,218 MADISON AVENUE,O5
QN,80-32A JAMAICA AVENUE,O5
MN,85 5 AVENUE,O6
MN,894 7 AVENUE,O6
BK,758 61 STREET,O5
BK,1079 60 STREET,O5
MN,315 WEST 44 STREET,O6
MN,71 THOMAS STREET,O6
BK,240 LIVINGSTON STREET,O6
MN,70 EAST BROADWAY,O5
BK,146 CONCORD STREET,O6
BK,2671 86 STREET,O8
MN,444 WEST 15 STREET,O6
MN,1097 BROADWAY,O6
MN,126 READE STREET,O5
MN,218 WEST 18 STREET,O6
QN,75-20 ASTORIA BOULEVARD S,O5
BK,6317 18 AVENUE,O5
MN,15 WEST 21 STREET,O6
MN,500 7 AVENUE,O6
MN,161 AVENUE OF THE AMER,O6
BK,1761 EAST 12 STREET,O8
MN,2091 BROADWAY,O5
BK,117 ADAMS STREET,O6
MN,115 WATTS STREET,O5
BK,53 PEARL STREET,O5
BK,800 BROADWAY,O5
BX,1144 ZEREGA AVENUE,O5
BK,29 COLUMBIA HEIGHTS,O6
MN,78 VANDAM STREET,O6
BK,390 BERRY STREET,O5
MN,280 BROADWAY,O6
MN,408 BROADWAY,O5
MN,40 THOMPSON STREET,O6
MN,91 5 AVENUE,O6
MN,139 5 AVENUE,O5
MN,114 BAXTER STREET,O5
MN,39 EAST 13 STREET,O6
MN,1841 BROADWAY,O6
SI,217 ROSE AVENUE,O8
BK,210 NORTH 6 STREET,O8
MN,10 WEST 47 STREET,O6
MN,16 WEST 47 STREET,O6
MN,261 WEST 126 STREET,O8
QN,36-10 BROADWAY,O5
BK,2136 OCEAN AVENUE,O8
BK,276 HICKS STREET,O8
BX,1953 UNIVERSITY AVENUE,O5
BK,2919 AVENUE S,O8
MN,90 MAIDEN LANE,O5
MN,1218 BROADWAY,O6
BK,339 BRIDGE STREET,O6
BK,415 89 STREET,O5
MN,242 WEST 27 STREET,O6
QN,105-34 ROCKAWAY BOULEVARD,O8
SI,4634 AMBOY ROAD,O8
MN,130 PRINCE STREET,O5
MN,536 WEST 26 STREET,O6
QN,132-50 41 AVENUE,O8
SI,710 FOREST AVENUE,O8
QN,42-72 KISSENA BOULEVARD,O8
BK,1300 FLUSHING AVENUE,O5
BK,925 AVENUE T,O5
QN,107-24 37 AVENUE,O5
QN,111-03 101 AVENUE,O8
BK,4714 16 AVENUE,O5
MN,18 WEST 21 STREET,O6
BK,1521 KINGS HIGHWAY,O5
MN,20 WEST 23 STREET,O5
BX,3398 EAST TREMONT AVENUE,O8
MN,619 WEST 145 STREET,O8
MN,822 AVENUE OF THE AMER,O5
MN,258 5 AVENUE,O6
MN,348 LEXINGTON AVENUE,O6
BK,1166 EASTERN PARKWAY,O8
MN,979 3 AVENUE,O6
BK,369 JAY STREET,O5
MN,27 EAST 62 STREET,O6
MN,447 WEST 36 STREET,O8
MN,419 LAFAYETTE STREET,O6
MN,174 5 AVENUE,O5
MN,830 AVENUE OF THE AMER,O5
MN,54 WEST 47 STREET,O5
BK,358 COLUMBIA STREET,O5
BK,1599 EAST 15 STREET,O5
MN,290 MADISON AVENUE,O5
BX,5768 MOSHOLU AVENUE,O5
BK,15 INGRAHAM STREET,O5
BX,EAST 149 STREET,O5
BK,523 OCEAN VIEW AVENUE,O8
MN,1026 AVENUE OF THE AMER,O5
QN,223-01 UNION TURNPIKE,O8
QN,193-02 NORTHERN BOULEVARD,O5
QN,146-01 JAMAICA AVENUE,O5
SI,3767 HYLAN BOULEVARD,O8
BK,5824 14 AVENUE,O8
MN,60 WEST 40 STREET,O6
MN,1012 MADISON AVENUE,O5
MN,615 WEST 131 STREET,O5
MN,20 WEST 37 STREET,O6
BK,1002 QUENTIN ROAD,O5
MN,408 WEST 14 STREET,O5
QN,136-21 41 AVENUE,O5
BX,58 WESTCHESTER SQUARE,O5
BX,1894 EASTCHESTER ROAD,O5
BX,2008 EASTCHESTER ROAD,O5
MN,214 WEST 29 STREET,O6
MN,155 GRAND STREET,O5
BK,5423 8 AVENUE,O5
MN,160 BROADWAY,O6
MN,244 WEST 49 STREET,O6
BK,1416 AVENUE J,O5
MN,70 WEST 40 STREET,O6
BK,78 RAPELYE STREET,O8
BK,1326 EAST 10 STREET,O8
QN,89-05 JAMAICA AVENUE,O8
MN,74 WADSWORTH AVENUE,O6
MN,353 WEST 46 STREET,O5
QN,42-14 21 STREET,O5
QN,150-33 14 AVENUE,O5
QN,9-01 43 AVENUE,O5
MN,227 EAST 56 STREET,O5
BK,1070 MCDONALD AVENUE,O5
MN,942 3 AVENUE,O5
BK,1305 KINGS HIGHWAY,O5
MN,104 EAST 25 STREET,O6
MN,325 WEST 38 STREET,O6
MN,718 5 AVENUE,O5
MN,304 EAST 49 STREET,O5
BK,462 HUMBOLDT STREET,O8
BX,1938 WILLIAMSBRIDGE ROAD,O5
BK,1301 AVENUE J,O5
BK,1318 AVENUE J,O5
MN,675 AVENUE OF THE AMER,O5
QN,29-76 NORTHERN BOULEVARD,O5
MN,217 BROADWAY,O6
BK,1470 86 STREET,O8
BX,440 EAST FORDHAM ROAD,O6
MN,235 WEST 23 STREET,O6
MN,342 7 AVENUE,O5
QN,34-01 45 STREET,O8
MN,1882 PARK AVENUE,O5
MN,237 WEST 37 STREET,O6
QN,37-31 10 STREET,O5
BX,2466 ARTHUR AVENUE,O8
BX,1804 NEREID AVENUE,O8
BK,4601 13 AVENUE,O5
SI,294 NEW DORP LANE,O5
MN,27 WEST 20 STREET,O6
QN,170-09 HILLSIDE AVENUE,O8
BK,583 KINGS HIGHWAY,O8
MN,259 WEST 30 STREET,O6
MN,94 BAYARD STREET,O5
MN,1502 3 AVENUE,O5
QN,142-31 37 AVENUE,O8
BK,5801 AVENUE N,O8
MN,519 MADISON AVENUE,O5
BK,18 CUMBERLAND STREET,O5
MN,48 WEST 48 STREET,O6
BK,1488 SCHENECTADY AVENUE,O5
BK,3001 AVENUE U,O5
QN,64-36 MYRTLE AVENUE,O5
QN,158-14 NORTHERN BOULEVARD,O5
BK,1083 MCDONALD AVENUE,O5
QN,91-20 146 STREET,O5
QN,208-01 NORTHERN BOULEVARD,O5
QN,131-35 FOWLER AVENUE,O5
QN,40-19 159 STREET,O5
SI,272 SLOSSON AVENUE,O8
MN,105 EAST 106 STREET,O6
BK,5006 16 AVENUE,O5
SI,74 POND STREET,O8
QN,152-50 ROCKAWAY BOULEVARD,O5
QN,30-62 79 STREET,O8
BK,1908 CONEY ISLAND AVENUE,O5
SI,50 COOPER AVENUE,O8
MN,2331 12 AVENUE,O5
SI,2109 VICTORY BOULEVARD,O8
MN,211 WEST 19 STREET,O5
BK,7804 13 AVENUE,O8
SI,5405 HYLAN BOULEVARD,O8
BK,1416 EAST 64 STREET,O5
MN,527 AVENUE OF THE AMER,O5
BK,1807 AVENUE P,O8
MN,301 MADISON AVENUE,O5
BK,66 KNICKERBOCKER AVENUE,O5
MN,17 UNION SQUARE,O6
SI,2271 CLOVE ROAD,O8
QN,101-07 101 AVENUE,O8
QN,107-05 101 AVENUE,O8
QN,168-43 HILLSIDE AVENUE,O5
BK,656 72 STREET,O8
BK,209 25 STREET,O5
MN,206 CENTRE STREET,O5
BK,1720 AVENUE Z,O5
BX,2368 WESTCHESTER AVENUE,O5
QN,104-01 ROOSEVELT AVENUE,O5
QN,112-09 QUEENS BOULEVARD,O6
MN,63 PRINCE STREET,O6
MN,264 CANAL STREET,O5
MN,370 BROADWAY,O5
MN,44 HUDSON STREET,O8
BK,2242 CHURCH AVENUE,O5
MN,43 WEST 24 STREET,O6
MN,460 BROOME STREET,O5
MN,362 9 AVENUE,O6
MN,251 WEST 30 STREET,O6
MN,1158 BROADWAY,O5
MN,244 5 AVENUE,O6
MN,34 EAST 23 STREET,O5
SI,35 NEW DORP PLAZA,O5
QN,108-03 LIBERTY AVENUE,O8
SI,1032 VICTORY BOULEVARD,O8
MN,1011 MADISON AVENUE,O5
QN,238-17 BRADDOCK AVENUE,O5
MN,32 CLIFF STREET,O5
MN,257 WEST 39 STREET,O6
QN,45-25 162 STREET,O5
QN,63-52 SAUNDERS STREET,O8
QN,177-28 150 AVENUE,O5
QN,154-06 145 DRIVE,O5
MN,537 WEST 125 STREET,O5
MN,2929 BROADWAY,O5
BK,106 PENNSYLVANIA AVENUE,O8
MN,118 WEST 27 STREET,O6
BK,1314 AVENUE J,O5
QN,202-16 45 AVENUE,O5
QN,250-16 UNION TURNPIKE,O8
QN,68-08 WOODSIDE AVENUE,O5
SI,3225 VICTORY BOULEVARD,O8
QN,114-20 ROCKAWAY BOULEVARD,O8
SI,30 BAY STREET,O6
QN,30-22 NEWTOWN AVENUE,O5
QN,89-18 101 AVENUE,O5
BK,1694 64 STREET,O8
QN,261-06 EAST WILLISTON AVE,O5
MN,305 WEST 21 STREET,O8
BX,101 FATHER ZEISER PLACE,O5
BK,7815 4 AVENUE,O8
QN,108-16 63 ROAD,O8
MN,443 PARK AVENUE SOUTH,O6
BK,1812 BATH AVENUE,O5
BK,3422 QUENTIN ROAD,O8
SI,56 BEACH STREET,O8
MN,226 WEST 37 STREET,O6
QN,26-19 212 STREET,O5
BK,4 ARLINGTON AVENUE,O5
MN,347 WEST 36 STREET,O6
MN,355 WEST 36 STREET,O6
BX,2633 WEBSTER AVENUE,O5
MN,218 WEST 37 STREET,O6
SI,973 TARGEE STREET,O8
BK,9201 4 AVENUE,O6
BK,2115 AVENUE X,O5
BX,25 EAST 233 STREET,O8
SI,1775 RICHMOND AVENUE,O8
MN,124 BOWERY,O5
MN,527 WEST 29 STREET,O5
QN,108-21 72 AVENUE,O5
MN,34 WEST 46 STREET,O5
QN,98-08 ASTORIA BOULEVARD,O8
QN,38-01 23 AVENUE,O5
MN,16 BOWERY,O5
MN,140 WEST 31 STREET,O5
MN,5 WEST 31 STREET,O6
QN,27-10 JACKSON AVENUE,O5
MN,450 WEST 126 STREET,O6
MN,87 EAST BROADWAY,O5
BK,823A MONROE STREET,O5
BK,507 FLATBUSH AVENUE,O5
SI,651 WILLOWBROOK ROAD,O5
SI,444 HUGUENOT AVENUE,O8
SI,1887 RICHMOND AVENUE,O8
QN,167-01 HILLSIDE AVENUE,O5
QN,95-38 QUEENS BOULEVARD,O5
BK,1280 DEKALB AVENUE,O5
BK,1417 MYRTLE AVENUE,O5
BK,1809 NOSTRAND AVENUE,O8
BK,1535 PITKIN AVENUE,O5
BK,397 BRIDGE STREET,O6
QN,218-19 JAMAICA AVENUE,O5
BK,6727 14 AVENUE,O8
QN,65-06 FRESH MEADOW LANE,O5
MN,4 WEST 125 STREET,O5
BK,5413 5 AVENUE,O8
MN,544 WEST 27 STREET,O5
MN,83 MOTT STREET,O5
BK,3084 BRIGHTON 13 STREET,O8
SI,7378 AMBOY ROAD,O8
MN,394 BROADWAY,O5
BX,815 BURKE AVENUE,O5
BK,5919 20 AVENUE,O8
MN,592 5 AVENUE,O6
QN,97-11 64 ROAD,O5
QN,97-29 64TH ROAD,O8
SI,25 PORT RICHMOND AVENUE,O8
SI,250 BUEL AVENUE,O5
QN,65-42 FRESH MEADOW LANE,O5
BX,3411 WHITE PLAINS ROAD,O5
QN,82-11 37 AVENUE,O6
QN,25-20 BOROUGH PLACE,O5
BX,1200 WATERS PLACE,O5
MN,1725 PARK AVENUE,O5
QN,93-19 ROOSEVELT AVENUE,O5
MN,257 WEST 19 STREET,O5
MN,48 WEST 38 STREET,O6
MN,32 EAST 31 STREET,O6
MN,215 EAST BROADWAY,O5
BX,2861 BRUCKNER BOULEVARD,O8
QN,37-07 74 STREET,O5
MN,51 ASTOR PLACE,O6
BK,463 PULASKI STREET,O5
MN,218 WEST 40 STREET,O6
MN,159 EAST 116 STREET,O5
QN,38-39 10 STREET,O5
SI, SOUTH AVENUE,O6
MN,366 5 AVENUE,O6
QN,10-37 49 AVENUE,O5
QN,149-44 NORTHERN BOULEVARD,O5
MN,86 ELIZABETH STREET,O5
MN,308 LENOX AVENUE,O5
MN,222 EAST 59 STREET,O5
BK,2915 AVENUE S,O8
MN,1181 BROADWAY,O6
QN,47-37 AUSTELL PLACE,O5
QN,37-15 HUNTERS POINT AVENUE,O5
QN,30-30 THOMSON AVENUE,O5
BK,44 COURT STREET,O6
BK,193 JORALEMON STREET,O8
QN,32-02 53 PLACE,O8
BK,781 BROADWAY,O5
QN,87-04 52 AVENUE,O8
MN,235 CANAL STREET,O5
MN,126 DELANCEY STREET,O5
MN,234 WEST 44 STREET,O6
BK,3063 BRIGHTON 13 STREET,O8
MN,244 WEST 54 STREET,O6
MN,1672 BROADWAY,O6
BK,87 WEST END AVE,O5
SI,4641 HYLAN BOULEVARD,O8
MN,234 WEST 39 STREET,O6
MN,111 8 AVENUE,O6
MN,518 WEST 26 STREET,O6
BK,513 CHURCH AVENUE,O5
QN,10-50 50 AVENUE,O5
MN,3940 BROADWAY,O5
MN,163 WEST 125 STREET,O6
MN,239 WEST 28 STREET,O6
BK,9229 FLATLANDS AVENUE,O8
BX,901 SHERIDAN AVENUE,O5
QN,58-42 MAIN STREET,O5
MN,676 BROADWAY,O5
MN,142 EAST 39 STREET,O8
SI,321 EDISON STREET,O8
MN,141 WEST 41 STREET,O5
BK,1209 MCDONALD AVENUE,O5
QN,1728 PUTNAM AVENUE,O5
BK,145 NASSAU AVENUE,O8
QN,23-19 31 STREET,O6
MN,47 WEST 47 STREET,O5
MN,22 EAST 49 STREET,O6
MN,422 MADISON AVENUE,O5
BK,3017 QUENTIN ROAD,O8
MN,39 WEST 32 STREET,O6
BK,1191 ATLANTIC AVENUE,O5
BK,335 KNICKERBOCKER AVENUE,O5
MN,231 WEST 29 STREET,O6
QN,214-43 JAMAICA AVENUE,O5
MN,36 EAST 12 STREET,O6
QN,57-01 59 STREET,O8
MN,173 EAST 87 STREET,O5
SI,404 MANOR ROAD,O8
QN,61-17 220 STREET,O8
SI,774 CASTLETON AVENUE,O8
QN,144-03 68 ROAD,O8
BK,443 39 STREET,O5
MN,56 WEST 55 STREET,O5
MN,151 WEST 46 STREET,O6
MN,33 EAST 18 STREET,O6
SI,420 LYNDALE AVENUE,O5
MN,240 WEST 35 STREET,O6
QN,68-54 AUSTIN STREET,O6
MN,115 WEST 28 STREET,O5
QN,95-40 102 STREET,O8
MN,413 BROOME STREET,O5
QN,30-02 NORTHERN BOULEVARD,O5
BK,7801 4 AVENUE,O8
BX,2775 IRWIN AVENUE,O5
QN,127-02 LIBERTY AVENUE,O5
MN,45 WEST 27 STREET,O6
SI,1800 RICHMOND AVENUE,O5
QN,175-15 JAMAICA AVENUE,O8
BK,149 18 STREET,O5
MN,316 EAST 53 STREET,O5
MN,590 5 AVENUE,O6
BX,2940 WHITE PLAINS ROAD,O5
BK,720 ROCKAWAY AVENUE,O8
MN,846 7 AVENUE,O5
SI,3142 VICTORY BOULEVARD,O8
BK,8 BRIGHTON 11 STREET,O5
SI,441 GRANDVIEW AVENUE,O8
MN,86 WALKER STREET,O5
MN,63 CROSBY STREET,O5
MN,211 CENTRE STREET,O5
MN,1180 BROADWAY,O5
MN,83 UNIVERSITY PLACE,O6
QN,36-16 19 AVENUE,O5
QN,39-01 MAIN STREET,O5
MN,107 GRAND STREET,O6
QN,22-15 70 STREET,O8
QN,188-06 NORTHERN BOULEVARD,O5
MN,222 EAST 68 STREET,O8
MN,157 EAST 86 STREET,O5
QN,33-14 FARRINGTON STREET,O5
MN,82 WALL STREET,O6
BX,14 BRUCKNER BOULEVARD,O5
MN,393 BROADWAY,O5
BK,440 VAN BRUNT STREET,O8
SI,155 NEW DORP PLAZA,O5
BX,334 EAST 148 STREET,O5
MN,147 WEST 35 STREET,O6
MN,149 WEST 36 STREET,O6
SI,3700 RICHMOND AVENUE,O8
BX,182 EAST 210 STREET,O8
MN,11 EAST 52 STREET,O8
BK,1110 EASTERN PARKWAY,O5
MN,1 POLICE PLAZA,O6
BK,2707 ATLANTIC AVENUE,O8
MN,179 LAFAYETTE STREET,O6
MN,164 WEST 25 STREET,O6
BK,133 33 STREET,O5
MN,134 WEST 25 STREET,O6
MN,112 WEST 27 STREET,O6
MN,37 WEST 17 STREET,O6
MN,848 7 AVENUE,O6
BK,9102 5 AVENUE,O8
QN,54-50 48 STREET,O5
BK,327 HICKS STREET,O5
MN,1922 3 AVENUE,O5
MN,3 WEST 30 STREET,O5
BK,1751 BATH AVENUE,O8
QN,54-01 43 STREET,O5
