Borough,Address,Total Building Floor Area,Number of Floors,Assessed Total Value,Year Built
BK, AVENUE K,0,0,0,0
BK,1518 CORTELYOU ROAD,0,0,0,0
BK,EAST 106 STREET,0,0,0,0
QN,99 STREET,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
BX,EAST 180 STREET,0,0,0,0
BX, BOSTON ROAD,0,0,0,0
BK, AVENUE U,0,0,0,0
BX, BLONDELL AVENUE,0,0,0,0
BX, RIVER AVENUE,0,0,0,0
MN,421 EAST 42 STREET,0,0,0,0
BK,19 AVENUE,0,0,0,0
BK, AVENUE P,0,0,0,0
BK,258 FURMAN STREET,0,0,0,0
BK,11 AVENUE,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
BX, KINGSLAND AVENUE,0,0,0,0
BX,EAST 222 STREET,0,0,0,0
BK, LUQUER STREET,0,0,0,0
BX,2167 WHITE PLAINS ROAD,0,0,0,0
BK,65 STREET,0,0,0,0
QN,,0,0,0,0
BX, BULLARD AVENUE,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
QN,BEACH 96 STREET,0,0,0,0
QN,23 AVENUE,0,0,0,0
BX, BULLARD AVENUE,0,0,0,0
QN, WAINWRIGHT COURT,0,0,0,0
QN,BEACH 102 STREET,0,0,0,0
QN,BEACH 25 STREET,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN,51 AVENUE,0,0,0,0
QN,149 AVENUE,0,0,0,0
QN,BEACH 98 STREET,0,0,0,0
QN,BEACH 97 STREET,0,0,0,0
SI, FISHER AVENUE,0,0,0,0
QN,BEACH 86 STREET,0,0,0,0
QN, JAVA PLACE,0,0,0,0
QN,146 STREET,0,0,0,0
QN,BEACH 97 STREET,0,0,0,0
BK, METROPOLITAN AVENUE,0,0,0,0
QN,38 ROAD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN,7 AVENUE,0,0,0,0
SI, BENTLEY STREET,0,0,0,0
BX, ROSE FEISS BOULEVARD,0,0,0,0
BX, BRUCKNER BOULEVARD,0,0,0,0
QN,BEACH 68 STREET,0,0,0,0
QN,159 STREET,0,0,0,0
MN,441 WEST 40 STREET,0,0,0,0
MN,448 WEST 34 STREET,0,0,0,0
MN, RIVERSIDE DRIVE,0,0,0,0
SI, HOLLAND AVENUE,0,0,0,0
SI, LOCKMAN AVENUE,0,0,0,0
SI, LAKE AVENUE,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, NORTH STREET,0,0,0,0
SI, WAVE STREET,0,0,0,0
SI, IRVING PLACE,0,0,0,0
SI, VAN NAME AVENUE,0,0,0,0
SI, GROVE AVENUE,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, RIVER ROAD,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, LEYDEN AVENUE,0,0,0,0
BK,2 AVENUE,0,0,0,0
SI, WINANT STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
SI, RICHMOND AVENUE,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
MN,89 EAST 42ND STREET,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
SI, WIRT AVENUE,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
BX, WEBSTER AVENUE,0,0,0,0
SI, ARLO ROAD,0,0,0,0
QN, PARSONS BOULEVARD,0,0,0,0
BK, CARROLL STREET,0,0,0,0
BK, CARROLL STREET,0,0,0,0
SI, SPERRY PLACE,0,0,0,0
MN,507 EAST 59 STREET,0,0,0,0
BX, EDGEWATER ROAD,0,0,0,0
QN,91 PLACE,0,0,0,0
BK, REMSEN AVENUE,0,0,0,0
QN, SKILLMAN AVENUE,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, ARION ROAD,0,0,0,0
QN,120 AVENUE,0,0,0,0
QN,96 STREET,0,0,0,0
MN, BROADWAY,0,0,0,0
QN,,0,0,0,0
QN, EDGEMERE AVENUE,0,0,0,0
MN,70 WATER STREET,0,0,0,0
QN,208 PLACE,0,0,0,0
BK,15 AVENUE,0,0,0,0
MN,44 EAST 50 STREET,0,0,0,0
MN, RIVERSIDE DRIVE,0,0,0,0
BK,,0,0,0,0
MN,WEST 225 STREET,0,0,0,0
SI, DARLINGTON AVENUE,0,0,0,0
BX, MAJ WM DEEGAN BLVD,0,0,0,0
MN,165 ESSEX STREET,0,0,0,0
BX, PARK AVENUE,0,0,0,0
BX, JEROME AVENUE,0,0,0,0
QN,23 STREET,0,0,0,0
BX, AMETHYST STREET,0,0,0,0
BX, BOLLER AVENUE,0,0,0,0
BX, BURKE AVENUE,0,0,0,0
QN,133-01 120 AVENUE,0,0,0,0
BK, CONWAY STREET,0,0,0,0
BK,EAST 18 STREET,0,0,0,0
MN,439 WEST 37 STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
BK,37 STREET,0,0,0,0
QN, LEFFERTS BOULEVARD,0,0,0,0
SI, VAN PELT AVENUE,0,0,0,0
BK,10 AVENUE,0,0,0,0
QN,54 STREET,0,0,0,0
BK, ASHLAND PLACE,0,0,0,0
BK,1518 ST MARKS AVENUE,0,0,0,0
BK,57 STREET,0,0,0,0
QN,180 STREET,0,0,0,0
BK,EAST 98 STREET,0,0,0,0
BK,WEST 9 STREET,0,0,0,0
BK,62 STREET,0,0,0,0
BK,1517 NEWKIRK AVENUE,0,0,0,0
BK, NEWKIRK AVENUE,0,0,0,0
BK,17 AVENUE,0,0,0,0
BK,EAST 14 STREET,0,0,0,0
BK,EAST 18 STREET,0,0,0,0
QN,206 STREET,0,0,0,0
BK, NEPTUNE AVENUE,0,0,0,0
BK,WEST 8 STREET,0,0,0,0
BK, WALDORF COURT,0,0,0,0
QN,141 AVENUE,0,0,0,0
QN,113-30 FRANCIS LEWIS BLVD,0,0,0,0
BK,EAST 66 STREET,0,0,0,0
BK,86 STREET,0,0,0,0
QN,49 AVENUE,0,0,0,0
QN, HAWTREE BASIN,0,0,0,0
QN, MARTENSE AVENUE,0,0,0,0
QN,65 PLACE,0,0,0,0
QN, UNION TURNPIKE,0,0,0,0
BK,EAST 45 STREET,0,0,0,0
QN, BROADWAY,0,0,0,0
QN,41 AVENUE,0,0,0,0
QN,98 STREET,0,0,0,0
QN,135 AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
SI, GEO COURT,0,0,0,0
MN,WEST 145 STREET,0,0,0,0
QN,58 STREET,0,0,0,0
QN, HILLSIDE AVENUE,0,0,0,0
QN, SUMMER STREET,0,0,0,0
BK,265 KINGS HIGHWAY,0,0,0,0
SI,42 NEW DORP LANE,0,0,0,0
BK,24 STREET,0,0,0,0
BX,3835 BOSTON ROAD,0,0,0,0
MN,WEST 38 STREET,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
BK, LIVONIA AVENUE,0,0,0,0
QN,172-02 129 AVENUE,0,0,0,0
QN,71 STREET,0,0,0,0
QN,139-26I 85 DRIVE,0,0,0,0
QN,230 STREET,0,0,0,0
MN, WASHINGTON STREET,0,0,0,0
QN,50-14 98 STREET,0,0,0,0
BK, UTICA AVE,0,0,0,0
SI,1149 RICHMOND TERRACE,0,0,0,0
QN,39 ROAD,0,0,0,0
BK,475 FLATBUSH AVENUE,0,0,0,0
BX,WEST 238 STREET,0,0,0,0
QN, BURNS STREET,0,0,0,0
SI, DELL COURT,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
BX, LACONIA AVENUE,0,0,0,0
QN, POWER ROAD,0,0,0,0
BK,WEST 32 STREET,0,0,0,0
BK,WEST 8 STREET,0,0,0,0
SI, ANACONDA STREET,0,0,0,0
QN, BURNS STREET,0,0,0,0
QN,88 AVENUE,0,0,0,0
QN,159 STREET,0,0,0,0
QN,69 STREET,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
BK,1714 MCDONALD AVENUE,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
QN, CROSS ISLAND PARKWAY,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, AMBOY ROAD,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
MN,701 WEST 135 STREET,0,0,0,0
QN,BEACH 64 STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
BK,EAST 7 STREET,0,0,0,0
BX, PARK AVENUE,0,0,0,0
BK,WEST 33 STREET,0,0,0,0
BK,54 STREET,0,0,0,0
QN,251 STREET,0,0,0,0
QN,54-02 BROADWAY,0,0,0,0
QN,112 ROAD,0,0,0,0
BX,4713A INDEPENDENCE AVENUE,0,0,0,0
SI, HIRSCH LANE,0,0,0,0
BK, FULTON STREET,0,0,0,0
BX, WHITE PLAINS ROAD,0,0,0,0
BK,7 AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
BK,27 STREET,0,0,0,0
SI, RICHMOND TERRACE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, DOWNING STREET,0,0,0,0
QN,49 AVENUE,0,0,0,0
QN, OCEAN CREST BLVD,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,159 STREET,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, EAGAN AVENUE,0,0,0,0
QN,133 STREET,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
QN, WOODSIDE AVENUE,0,0,0,0
QN,140 AVENUE,0,0,0,0
QN,233 STREET,0,0,0,0
QN, BELKNAP STREET,0,0,0,0
QN, BELKNAP STREET,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
QN,19 STREET,0,0,0,0
BX, WATERS PLACE,0,0,0,0
BK,EAST 3 STREET,0,0,0,0
BK, EAST NEW YORK AVENUE,0,0,0,0
SI, PROSPECT STREET,0,0,0,0
QN, NATIONAL STREET,0,0,0,0
BX, PARK AVENUE,0,0,0,0
MN, TERRACE VIEW AVENUE,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
QN,180 STREET,0,0,0,0
QN, SKILLMAN AVENUE,0,0,0,0
MN, RIVERSIDE PARK,0,0,0,0
QN,15-02 FAR ROCKAWAY BLVD,0,0,0,0
QN,161 STREET,0,0,0,0
SI,2086 CLOVE ROAD,0,0,0,0
QN,12 ROAD,0,0,0,0
QN,159 STREET,0,0,0,0
QN, CONCH PLACE,0,0,0,0
QN, FOREST AVENUE,0,0,0,0
SI, EATON PLACE,0,0,0,0
BK,15 AVENUE,0,0,0,0
SI, WINANT STREET,0,0,0,0
SI, GRANITE AVENUE,0,0,0,0
MN, BODY OF WATER,0,0,0,0
BX,WEST 167 STREET,0,0,0,0
MN,230 AVENUE C,0,0,0,0
QN,31 ROAD,0,0,0,0
SI, COUNTRY DRIVE WEST,0,0,0,0
BK,WEST 8 STREET,0,0,0,0
BK, NEWPORT STREET,0,0,0,0
SI, CLOVE ROAD,0,0,0,0
BX,461 MORRIS PARK AVENUE,0,0,0,0
QN,36 AVENUE,0,0,0,0
BX, METROPOLITAN AVENUE,0,0,0,0
SI, SHERIDAN AVENUE,0,0,0,0
SI, PARKINSON AVENUE,0,0,0,0
SI, STRAWBERRY LANE,0,0,0,0
QN, TOTTEN STREET,0,0,0,0
QN, LAUREL HILL BLVD,0,0,0,0
MN,150 WEST 16 STREET,0,0,0,0
MN,610 WEST 48 STREET,0,0,0,0
SI, RAILROAD AVENUE,0,0,0,0
BX, MAJ WM DEEGAN BLVD,0,0,0,0
QN,109 AVENUE,0,0,0,0
MN, HILLSIDE AVENUE,0,0,0,0
SI, MOSEL AVENUE,0,0,0,0
BX, ROMBOUTS AVENUE,0,0,0,0
SI, WEST FINGERBOARD RD,0,0,0,0
QN,120 STREET,0,0,0,0
QN, ARCHWAY PLACE,0,0,0,0
QN, MILLS LANE,0,0,0,0
QN,144 STREET,0,0,0,0
BX,842 EAST 141 STREET,0,0,0,0
BX,EAST 183 STREET,0,0,0,0
BK, SMITH STREET,0,0,0,0
BK,48 SCHOLES STREET,0,0,0,0
SI, ELVERTON AVENUE,0,0,0,0
SI, DELMAR AVENUE,0,0,0,0
SI, MAZZA COURT,0,0,0,0
SI, SNEDEN AVENUE,0,0,0,0
QN, SENECA AVENUE,0,0,0,0
SI, JOHNSON AVENUE,0,0,0,0
QN, MIDTOWN TUN PLAZA,0,0,0,0
QN, MIDTOWN TUN PLAZA,0,0,0,0
QN,184-14 UNION TURNPIKE,0,0,0,0
QN,BEACH 42 STREET,0,0,0,0
QN,109-31 120 STREET,0,0,0,0
MN, AVENUE D,0,0,0,0
QN,140 AVENUE,0,0,0,0
QN,141 AVENUE,0,0,0,0
QN,219 STREET,0,0,0,0
SI, JEWETT AVENUE,0,0,0,0
SI, SEA GATE COURT,0,0,0,0
QN,39 AVENUE,0,0,0,0
QN, HORACE HARDING EXPWY,0,0,0,0
QN,130 STREET,0,0,0,0
SI, SOUTH RAILROAD AVE,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI,3839 RICHMOND AVENUE,0,0,0,0
QN,,0,0,0,0
SI,,0,0,0,0
SI, COLITA COURT,0,0,0,0
SI, LAMOKA AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN,23 AVENUE,0,0,0,0
SI, MARSH AVENUE,0,0,0,0
BX, CONNER STREET,0,0,0,0
QN,34-29 LAWRENCE STREET,0,0,0,0
QN,133-15 ROOSEVELT AVENUE,0,0,0,0
BX,EAST 150 STREET,0,0,0,0
QN, UNION STREET,0,0,0,0
BX,WEST 238 STREET,0,0,0,0
QN, SUTPHIN BOULEVARD,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
SI, ALVINE AVENUE,0,0,0,0
QN,111 AVENUE,0,0,0,0
SI, RICHMOND ROAD,0,0,0,0
SI, WIRT LANE,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
SI, CASWELL LANE,0,0,0,0
BX, HARPER COURT,0,0,0,0
QN, ATLANTIC AVENUE,0,0,0,0
BX,2373 TIEBOUT AVENUE,0,0,0,0
QN,77 STREET,0,0,0,0
SI,85L FREEDOM AVENUE,0,0,0,0
SI, ANDROS AVENUE,0,0,0,0
SI, MERSEREAU AVENUE,0,0,0,0
QN,170 STREET,0,0,0,0
QN, LORETTA ROAD,0,0,0,0
QN,47 AVENUE,0,0,0,0
SI, ZOE STREET,0,0,0,0
QN,104 STREET,0,0,0,0
BX, VAN BUREN STREET,0,0,0,0
BX, EAST TREMONT AVENUE,0,0,0,0
BX,810 BRADY AVENUE,0,0,0,0
BX, PALISADE AVENUE,0,0,0,0
SI, VICTORY BOULEVARD,0,0,0,0
QN,BEACH 96 STREET,0,0,0,0
QN,175 STREET,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, BUEL AVENUE,0,0,0,0
QN,75 STREET,0,0,0,0
SI, EATON PLACE,0,0,0,0
BK,51 STREET,0,0,0,0
QN, OTTO ROAD,0,0,0,0
BX, NELSON AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
MN,WEST 39 STREET,0,0,0,0
QN,120 AVENUE,0,0,0,0
QN, LAWRENCE STREET,0,0,0,0
QN,118 ROAD,0,0,0,0
QN,99 ROAD,0,0,0,0
QN,260 STREET,0,0,0,0
SI, HILLCREST COURT,0,0,0,0
MN,230 CHERRY STREET,0,0,0,0
SI, VAN PELT AVENUE,0,0,0,0
BX,EAST 181 STREET,0,0,0,0
BX, CRUGER AVENUE,0,0,0,0
QN, EVELETH ROAD,0,0,0,0
BK, HERKIMER STREET,0,0,0,0
BK,4 AVENUE,0,0,0,0
QN,BEACH 63 STREET,0,0,0,0
BK,218 RIVER STREET,0,0,0,0
BK,60 STREET,0,0,0,0
BK,741 ELTON STREET,0,0,0,0
SI, RICHMOND VALLEY ROAD,0,0,0,0
QN,BEACH 87 STREET,0,0,0,0
BX, HUNTS POINT AVENUE,0,0,0,0
QN,51 AVENUE,0,0,0,0
QN,92 AVENUE,0,0,0,0
QN, FAR ROCKAWAY BLVD,0,0,0,0
QN,154-18 CROSS ISLAND PARKWAY,0,0,0,0
SI, MORNINGSTAR ROAD,0,0,0,0
QN, NASSAU BOULEVARD,0,0,0,0
QN, RAILROAD AVENUE,0,0,0,0
SI, DE HART AVENUE,0,0,0,0
SI, NEW DORP LANE,0,0,0,0
BX, HARLEM RIVER TERRACE,0,0,0,0
MN,WEST 35 STREET,0,0,0,0
BX, GRAND CONCOURSE,0,0,0,0
QN,267-08 UNION TURNPIKE,0,0,0,0
BX,EAST 172 STREET,0,0,0,0
QN,115 STREET,0,0,0,0
QN,56 STREET,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
QN, HILLSIDE AVENUE,0,0,0,0
BK,1751 WEST 1 STREET,0,0,0,0
QN,44 AVENUE,0,0,0,0
BK, AVENUE U,0,0,0,0
MN, BROADWAY,0,0,0,0
QN,159 AVENUE,0,0,0,0
QN, BROADWAY,0,0,0,0
BK, HEGEMAN AVENUE,0,0,0,0
SI, SAVO LANE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, MIDDLEMAY PLACE,0,0,0,0
QN,161-44 84 AVENUE,0,0,0,0
SI,355 FOREST AVENUE,0,0,0,0
BK, EAST NEW YORK AVENUE,0,0,0,0
BK, BELMONT AVENUE,0,0,0,0
QN,BEACH 91 STREET,0,0,0,0
QN,3 AVENUE,0,0,0,0
SI, ESSEX DRIVE,0,0,0,0
SI, AVON LANE,0,0,0,0
BK,64 STREET,0,0,0,0
SI, MERSEREAU AVENUE,0,0,0,0
QN, ROCKAWAY BEACH BLVD,0,0,0,0
SI, ARTHUR KILL ROAD,0,0,0,0
SI, CLAUDIA COURT,0,0,0,0
QN, NORTHERN BOULEVARD,0,0,0,0
QN, VERNON BOULEVARD,0,0,0,0
SI, LAMOKA AVENUE,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
BK,1511 KINGS HIGHWAY,0,0,0,0
BK, HUDSON AVENUE,0,0,0,0
QN,41 AVENUE,0,0,0,0
QN,69 STREET,0,0,0,0
QN,43-05 BELL BOULEVARD,0,0,0,0
BK, NEPTUNE AVENUE,0,0,0,0
SI, GARRETSONS LANE,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, SHARROTT AVENUE,0,0,0,0
QN,29 STREET,0,0,0,0
MN,122 PARK ROW,0,0,0,0
BK, OCEAN AVENUE,0,0,0,0
BX,3 AVENUE,0,0,0,0
SI, GIFFORDS LANE,0,0,0,0
QN,128 DRIVE,0,0,0,0
QN,31 STREET,0,0,0,0
QN,14 AVENUE,0,0,0,0
QN, MERRICK BOULEVARD,0,0,0,0
BK, AVENUE K,0,0,0,0
QN,224 STREET,0,0,0,0
SI, WILLOW AVENUE,0,0,0,0
BK, CENTRAL AVENUE,0,0,0,0
BK,EAST 94 STREET,0,0,0,0
SI, JOHN STREET,0,0,0,0
SI, ELLIS STREET,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,BEACH 25 STREET,0,0,0,0
QN,,0,0,0,0
SI, DREYER AVENUE,0,0,0,0
QN, MADISON STREET,0,0,0,0
QN,120 STREET,0,0,0,0
MN,214 AVENUE C,0,0,0,0
BK, POST COURT,0,0,0,0
BX,584 EAST 138 STREET,0,0,0,0
BK,49 GOLD STREET,0,0,0,0
QN, BEACH CHANNEL DRIVE,0,0,0,0
BK,5 AVENUE,0,0,0,0
QN,63 DRIVE,0,0,0,0
QN,47 AVENUE,0,0,0,0
BX, BALDWIN STREET,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, TRAVIS AVENUE,0,0,0,0
QN,,0,0,0,0
QN, EVERITT PLACE,0,0,0,0
SI, HANNAH STREET,0,0,0,0
BX, INDEPENDENCE AVENUE,0,0,0,0
SI, LORRAINE LOOP,0,0,0,0
BX, BRONX STREET,0,0,0,0
BX, WESTCHESTER AVENUE,0,0,0,0
BK,EAST 92 STREET,0,0,0,0
MN, MARGINAL STREET,0,0,0,0
BK,EAST 39 STREET,0,0,0,0
QN,26 AVENUE,0,0,0,0
QN,137-40 91 AVENUE,0,0,0,0
QN, SUTPHIN BOULEVARD,0,0,0,0
MN,108 EAST 19 STREET,0,0,0,0
QN,150 STREET,0,0,0,0
SI, NORTH RAILROAD AVE,0,0,0,0
QN,62 AVENUE,0,0,0,0
BX,954 EAST 134 STREET,0,0,0,0
QN, AUSTIN STREET,0,0,0,0
SI, ALTER AVENUE,0,0,0,0
SI, ILYSSA WAY,0,0,0,0
SI, TURNER STREET,0,0,0,0
QN,212 STREET,0,0,0,0
BK, FULTON STREET,0,0,0,0
BK, NEW UTRECHT AVENUE,0,0,0,0
QN, EDGEMERE AVENUE,0,0,0,0
BK, KINGS HIGHWAY,0,0,0,0
QN,94 STREET,0,0,0,0
SI, ELMWOOD PARK DRIVE,0,0,0,0
SI, WOLCOTT AVENUE,0,0,0,0
QN, FARMERS BOULEVARD,0,0,0,0
BK,382 SOUTH 3 STREET,0,0,0,0
SI, SIMONSON AVENUE,0,0,0,0
SI, FAIRLAWN AVENUE,0,0,0,0
SI, ZOE STREET,0,0,0,0
SI, BEDFORD AVENUE,0,0,0,0
QN,60 LANE,0,0,0,0
BX, BLACKSTONE AVENUE,0,0,0,0
QN,BEACH 88 STREET,0,0,0,0
QN,56 STREET,0,0,0,0
QN, POWER ROAD,0,0,0,0
QN,BEACH 98 STREET,0,0,0,0
SI, DEPPE PLACE,0,0,0,0
QN,616 WEST ROAD,0,0,0,0
SI, PRESENTATION CIRCLE,0,0,0,0
SI, JOLINE AVENUE,0,0,0,0
MN,77 MURRAY STREET,0,0,0,0
QN,30 AVENUE,0,0,0,0
SI, SUSANNA LANE,0,0,0,0
BK, LOUISIANA AVENUE,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
SI, KUNATH AVENUE,0,0,0,0
SI, NORTH GANNON AVENUE,0,0,0,0
QN, JAVA PLACE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN, BAISLEY BOULEVARD,0,0,0,0
QN,BEACH 85 STREET,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
QN, UNION HALL STREET,0,0,0,0
QN, LEFFERTS BOULEVARD,0,0,0,0
BK, PROSPECT PLACE,0,0,0,0
QN,87-74 CHEVY CHASE STREET,0,0,0,0
QN,158 STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, MURDOCK AVENUE,0,0,0,0
QN,177 STREET,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
BK, LINDEN BOULEVARD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN, BRINKERHOFF AVENUE,0,0,0,0
SI, BAY STREET,0,0,0,0
QN,44 AVENUE,0,0,0,0
BK, BROOKLYN AVENUE,0,0,0,0
QN, MONTAUK STREET,0,0,0,0
BK, OCEAN AVENUE,0,0,0,0
QN, BROOKVILLE BOULEVARD,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
QN, RAILROAD AVENUE,0,0,0,0
BK, AVENUE T,0,0,0,0
QN,212-06 NORTHERN BOULEVARD,0,0,0,0
SI, NICHOLAS AVENUE,0,0,0,0
SI,1165 RICHMOND TERRACE,0,0,0,0
BK, SNEDIKER AVENUE,0,0,0,0
QN, POWER ROAD,0,0,0,0
QN, JAVA PLACE,0,0,0,0
SI, LOCKMAN AVENUE,0,0,0,0
SI, MC KINLEY AVENUE,0,0,0,0
QN,BEACH 87 STREET,0,0,0,0
QN,BEACH 99 STREET,0,0,0,0
QN,197-14 MURDOCK AVENUE,0,0,0,0
MN,208 EAST 79 STREET,0,0,0,0
BK, FULTON STREET,0,0,0,0
QN, SPRINGFIELD BLVD,0,0,0,0
BX,3001 KINGSBRIDGE AVENUE,0,0,0,0
BK,865 LIVONIA AVENUE,0,0,0,0
QN,680 FAIRVIEW AVENUE,0,0,0,0
MN,380 CONVENT AVENUE,0,0,0,0
SI, FABER STREET,0,0,0,0
SI, IRVING PLACE,0,0,0,0
SI, HOUSMAN AVENUE,0,0,0,0
SI, SIMONSON AVENUE,0,0,0,0
SI, UNION AVENUE,0,0,0,0
QN,28 AVENUE,0,0,0,0
SI, BAY STREET,0,0,0,0
SI,160 WILCOX STREET,0,0,0,0
SI, BAY STREET,0,0,0,0
SI, HILLCREST TERRACE,0,0,0,0
SI, HYLAN BOULEVARD,0,0,0,0
QN,BEACH 98 STREET,0,0,0,0
QN,112 STREET,0,0,0,0
SI, MANILA PLACE,0,0,0,0
SI, RAILROAD AVENUE,0,0,0,0
SI,50 VAN RIPER STREET,0,0,0,0
SI, GUYON AVENUE,0,0,0,0
QN,73 AVENUE,0,0,0,0
SI,861 BAY STREET,0,0,0,0
SI, BREHAUT AVENUE,0,0,0,0
SI, BARNARD AVENUE,0,0,0,0
SI, NECKAR AVENUE,0,0,0,0
BK, LESTER COURT,0,0,0,0
BK, NOVA COURT,0,0,0,0
SI, KAY PLACE,0,0,0,0
SI, GREENFIELD AVENUE,0,0,0,0
SI, CHARLESTON AVENUE,0,0,0,0
QN,56 ROAD,0,0,0,0
SI,161 OLD TOWN ROAD,0,0,0,0
QN,29 STREET,0,0,0,0
QN,99 AVENUE,0,0,0,0
BK, VAN SINDEREN AVENUE,0,0,0,0
BK,18 AVENUE,0,0,0,0
MN,204 2 AVENUE,0,0,0,0
QN,133 AVENUE,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
SI, RAILROAD AVENUE,0,0,0,0
QN,21 STREET,0,0,0,0
SI, ANNADALE ROAD,0,0,0,0
BX, HARDING PARK,0,0,0,0
MN,3755 9 AVENUE,0,0,0,0
BX, WATSON AVENUE,0,0,0,0
BX, FENTON AVENUE,0,0,0,0
QN, POWELLS COVE BLVD,0,0,0,0
BK,358 TROY AVENUE,0,0,0,0
BK, PORTER AVENUE,0,0,0,0
SI,14 VICTORY BOULEVARD,0,0,0,0
BK, AVENUE X,0,0,0,0
QN, BORDEN AVENUE,0,0,0,0
QN,26 STREET,0,0,0,0
QN,21 STREET,0,0,0,0
QN, FRANCIS LEWIS BLVD,0,0,0,0
QN, SUNRISE HIGHWAY,0,0,0,0
QN,79 STREET,0,0,0,0
QN, LINDEN BOULEVARD,0,0,0,0
QN, NORTH CONDUIT AVENUE,0,0,0,0
QN,144-02 130 AVENUE,0,0,0,0
QN, GUY R BREWER BLVD,0,0,0,0
BX, SHERIDAN EXPRESSWAY,0,0,0,0
SI, LULU COURT,0,0,0,0
SI, SANDY LANE,0,0,0,0
MN,521 WEST 41 STREET,0,0,0,0
MN,151 EAST 97 STREET,0,0,0,0
MN,320 WEST 201 STREET,0,0,0,0
MN,7 AVENUE,0,0,0,0
QN, SOUTH CONDUIT AVENUE,0,0,0,0
BX, LANDING ROAD,0,0,0,0
BK, RALPH AVENUE,0,0,0,0
BK, FARRAGUT ROAD,0,0,0,0
QN, ARCHER AVENUE,0,0,0,0
QN, HAWTREE STREET,0,0,0,0
