Borough,Address,Violation Type
MN,560 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,646 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,700 ESPLANADE GDNS PLAZA,LL11/98-LOCAL LAW 11/98 - FACADE
MN,17 EAST 124 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,25 EAST 124 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2071 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,72 EAST 131 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2161 5 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2101 MADISON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1940 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1980 LEXINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,115 EAST 122 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,120 EAST 123RD STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,105 EAST 128 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,205 EAST 118 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,342 EAST 119 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,333 EAST 119 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2340 2 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2342 1 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,125 CENTRAL PARK NORTH,LL11/98-LOCAL LAW 11/98 - FACADE
MN,133 WEST 113 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,60 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,80 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,89 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,92 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,218 WEST 112 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,200 WEST 113 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1878 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,49 WEST 96 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,825 COLUMBUS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,921 COLUMBUS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,153 MANHATTAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,157 MANHATTAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,161 MANHATTAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,311 WEST 111 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,306 WEST 112 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,143 WEST 96 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,122 WEST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,181 WEST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,125 WEST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,790 COLUMBUS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,865 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,141 WEST 109 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,400 CATHEDRAL PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1091 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2560 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,226 WEST 97 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2568 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,760 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,780 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,240 WEST 98 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2616 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2612 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2632 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2637 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,241 WEST 101 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,210 WEST 102 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,868 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2681 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,884 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,242 WEST 104 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2724 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2753 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,227 WEST 109 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,515 WEST 111 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,508 WEST 112 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1060 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1080 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1084 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,747 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,258 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,317 WEST 99 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,314 WEST 100 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,285 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,895 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,915 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,929 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,310 WEST 106 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,340 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,953 WEST END AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,300 WEST 108 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,370 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,301 WEST 108 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,390 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,100 WEST 119 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,118 WEST 123 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,138 WEST 124 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,157 WEST 124 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,126 WEST 127 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,141 WEST 127 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,485 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,180 WEST 135 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,121 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,131 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1940 7 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,182 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1990 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2006 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2406 8 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2410 8 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,281 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,320 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,161 CONVENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,259 CONVENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,300 WEST 135 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,41 CONVENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3080 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,80 LA SALLE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,556 WEST 126 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,560 WEST 126 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1470 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,535 WEST 133 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,510 WEST 134 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1504 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,440 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,97 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,481 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,80 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3081 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,120 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3105 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,170 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,200 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,167 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,175 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,500 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,189 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,191 CLAREMONT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,61 TIEMANN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,51 TIEMANN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,144 WEST 141 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,140 WEST 142 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2441 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,129 WEST 142 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,645 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,649 LENOX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2453 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2449 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,135 WEST 143 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,131 WEST 143 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,148 WEST 144 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,156 WEST 144 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2537 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2541 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2394 ADAM C POWELL BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,200 WEST 143 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2850 FREDRICK DOUGLASS BL,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2 BRADHURST AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,68 BRADHURST AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2819 8 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,211 EDGECOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,180 EDGECOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,330 WEST 145 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,331 EDGECOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,409 EDGECOMBE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,260 CONVENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,270 CONVENT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,707 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,465 WEST 150 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1901 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,35 HAMILTON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1580 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1616 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,90 HAMILTON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,98 HAMILTON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,116 HAMILTON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,115 HAMILTON PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,545 WEST 148 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3694 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,640 WEST 139 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3421 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,622 WEST 141 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,605 WEST 142 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3489 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,617 WEST 143 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,676 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3607 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,730 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,615 WEST 150 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2927 8 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,159-04 HARLEM RIVER DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,938 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1941 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,432 WEST 163 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1970 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,547 WEST 157 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,566 WEST 159 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3926 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,247 AUDUBON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,2340 AMSTERDAM AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,780 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,790 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,625 WEST 156 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,779 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,158-18 RIVERSIDE DRIVE WEST,LL11/98-LOCAL LAW 11/98 - FACADE
MN,870 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,15 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,47 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,910 RIVERSIDE DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,97 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,99 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,115 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3841 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3851 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,46 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3885 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,601 WEST 164 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,118 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,3931 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,600 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,180 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,617 WEST 168 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,620 WEST 170 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,720 WEST 170 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,235 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,610 WEST 173 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,4079 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,612 WEST 178 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1360 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1600 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,1610 ST NICHOLAS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,111 WADSWORTH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,4240 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,11 FT GEORGE HILL,LL11/98-LOCAL LAW 11/98 - FACADE
MN,382 WADSWORTH AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,45 FAIRVIEW AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,10 HILLSIDE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,55 NAGLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,36 ELLWOOD STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,34 BOGARDUS PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,92 NAGLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,454 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,427 FT WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,120 CABRINI BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
MN,801 WEST 181 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,815 WEST 181 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,116 PINEHURST AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,17 CHITTENDEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,66 OVERLOOK TERRACE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,179 BENNETT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,711 WEST 190 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,209 BENNETT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,69 BENNETT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5210 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,63 ADRIAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5365 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,175 NAGLE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
MN,25 COOPER STREET,LL11/98-LOCAL LAW 11/98 - FACADE
MN,5025 BROADWAY,LL11/98-LOCAL LAW 11/98 - FACADE
MN,532 WEST 218 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,180 BROOK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,370 BROOK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,400 BROOK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,512 EAST 145 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,423 ST ANNS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,510 EAST 146 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,416 EAST 137 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,430 EAST 138 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,175 WILLIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,352 EAST 141 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,388 EAST 141 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,340 ALEXANDER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,355 EAST 143 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2810 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,188 LINCOLN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2550 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,414 MORRIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,300 MORRIS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,366 EAST 150 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,332 EAST 149 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1162 WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1285 WASHINGTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1230 WEBSTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,370 EAST 152 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,366 EAST 153 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,345 EAST 153 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3050 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,280 EAST 161 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1100 TELLER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1020 COLLEGE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1175 FINDLAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1201 FINDLAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,2950 PARK AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,780 CONCOURSE VILLAGE W,LL11/98-LOCAL LAW 11/98 - FACADE
BX,773 CONCOURSE VILLAGE E,LL11/98-LOCAL LAW 11/98 - FACADE
BX,231 EAST 161 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,217 EAST 161 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1212 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,185 EAST 159 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,900 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,930 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,909 SHERIDAN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,186 EAST 164 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1100 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1235 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1075 GRAND CONCOURSE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,751 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,695 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,975 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,901 WALTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,731 GERARD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1000 ANDERSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1001 JEROME AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1105 JEROME AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1085 ANDERSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1201 SHAKESPEARE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1001 WOODYCREST AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1139 NELSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1406 OGDEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,903 SUMMIT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,155 WEST 162 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1018 SUMMIT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1065 UNIVERSITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,180 WEST 167 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1419 UNIVERSITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1380 UNIVERSITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,160 ST ANNS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,597 EAST 138 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,575 EAST 140 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,512 TRINITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1276 FULTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,3250 3 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,550 CAULDWELL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,609 JACKSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,645 WESTCHESTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1096 BOSTON ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
BX,725 EAST 161 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,695 EAST 163 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1020 TRINITY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,720 WESTCHESTER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,680 TINTON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1134 UNION AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
BX,728 KELLY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,940 TIFFANY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,923 SIMPSON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
BX,1363 FINDLAY AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
